2PA,3P,AST,Age,BLK,Draft Placing,MP,PF,PTS,STL,TOV,TRB,US or EU,eFG%
0.8,0.0,0.2,23,0.0,,2.8,0.2,0.8,0.0,0.0,0.2,US,25.0
1.9,0.0,0.2,22,0.1,21.0,5.6,1.2,1.9,0.0,0.6,1.8,US,45.5
1.6,0.0,0.3,23,0.2,21.0,7.7,1.5,1.6,0.1,0.5,1.6,US,37.5
1.4,0.0,0.3,24,0.4,21.0,7.3,1.3,1.3,0.0,0.5,2.0,US,37.4
1.5,0.0,0.4,25,0.6,21.0,10.1,2.0,1.7,0.2,0.5,2.3,US,42.70000000000001
3.8,0.0,0.9,26,1.1,21.0,20.1,2.9,4.2,0.4,1.4,5.0,US,44.9
1.8,0.0,0.2,26,0.6,21.0,6.6,1.2,1.5,0.2,0.7,1.8,US,39.1
4.5,0.0,1.1,26,1.3,21.0,24.4,3.4,5.1,0.4,1.6,6.0,US,45.6
2.2,0.0,0.5,27,0.8,21.0,13.5,2.3,2.1,0.4,0.8,3.5,US,43.0
2.1,0.0,0.5,27,0.8,21.0,12.6,2.0,1.9,0.4,0.8,3.3,US,40.5
2.5,0.0,0.6,27,0.7,21.0,17.8,3.6,3.2,0.3,1.0,4.4,US,53.29999999999999
3.3,0.0,1.1,28,0.7,21.0,21.3,2.8,3.2,0.4,1.1,5.3,US,43.4
4.1,0.0,0.7,29,1.0,21.0,27.1,3.6,4.8,0.3,1.2,7.2,US,49.1
3.0,0.0,0.6,30,0.8,21.0,20.5,2.9,3.2,0.4,0.8,5.6,US,43.70000000000001
1.3,0.0,0.2,31,0.2,21.0,10.0,2.1,1.4,0.2,0.5,3.0,US,45.2
1.2,0.0,0.1,32,0.4,21.0,10.7,2.1,1.2,0.1,0.6,2.4,US,37.1
1.5,0.0,0.1,33,0.0,21.0,7.0,1.4,0.7,0.0,0.5,2.0,US,17.6
1.5,0.0,0.0,33,0.0,21.0,8.0,1.0,0.0,0.0,0.5,2.0,US,0.0
1.6,0.0,0.1,33,0.0,21.0,6.8,1.4,0.9,0.0,0.6,2.0,US,21.4
4.3,0.0,0.6,24,0.4,6.0,14.8,2.8,5.2,0.3,1.3,4.7,US,46.5
6.9,0.0,0.9,25,0.4,6.0,21.0,2.7,7.9,0.4,1.1,6.1,US,47.1
8.4,0.0,1.1,26,0.7,6.0,24.4,2.8,9.8,0.3,1.3,7.1,US,47.2
5.7,0.0,0.9,27,0.3,6.0,18.8,2.6,6.5,0.4,1.4,5.0,US,40.5
6.4,0.0,0.7,27,0.4,6.0,19.4,2.7,6.7,0.4,1.4,5.1,US,38.3
4.6,0.0,1.1,27,0.2,6.0,17.8,2.4,6.1,0.5,1.3,4.9,US,45.7
4.5,0.0,0.6,28,0.3,6.0,16.9,2.1,5.4,0.2,0.8,4.4,US,48.0
3.0,0.0,0.3,29,0.2,6.0,11.8,1.5,3.6,0.2,0.7,3.4,US,46.8
4.1,0.1,0.5,30,0.2,6.0,14.2,1.4,4.7,0.3,0.4,4.2,US,49.8
3.3,0.0,0.5,31,0.2,6.0,14.5,1.6,3.3,0.2,0.5,4.4,US,40.40000000000001
3.3,0.1,0.6,32,0.3,6.0,11.5,1.6,3.9,0.2,0.5,2.6,US,49.8
3.5,0.0,0.5,33,0.2,6.0,12.9,2.3,3.7,0.2,0.5,3.5,US,44.9
2.9,0.0,0.8,34,0.1,6.0,11.8,2.0,2.9,0.2,0.7,2.4,US,42.6
2.8,0.0,0.6,35,0.3,6.0,14.4,1.9,2.8,0.3,0.7,3.4,US,41.2
3.4,0.0,0.5,35,0.3,6.0,15.9,2.0,3.4,0.4,0.9,3.5,US,40.6
1.0,0.0,0.0,35,0.0,6.0,3.8,0.8,0.8,0.0,0.0,1.1,US,25.0
2.9,0.0,0.8,35,0.4,6.0,16.2,2.0,3.0,0.3,0.8,4.1,US,43.3
2.3,0.0,0.7,36,0.1,6.0,8.6,1.4,2.0,0.1,0.6,1.7,US,36.8
2.3,0.0,0.4,37,0.0,6.0,12.1,1.5,2.2,0.3,0.3,2.2,US,40.5
1.6,0.0,0.3,38,0.0,6.0,4.4,1.0,1.6,0.1,0.3,0.9,US,36.4
3.9,0.0,0.5,22,0.8,29.0,16.3,2.4,4.8,0.4,0.7,4.5,US,50.9
5.2,0.2,1.4,23,1.1,29.0,20.3,3.4,6.5,0.7,1.2,4.9,US,45.8
3.5,0.0,0.8,24,0.7,29.0,14.2,2.9,4.2,0.6,0.9,3.5,US,51.5
1.9,0.0,0.4,25,0.4,29.0,6.5,1.4,1.7,0.1,0.4,2.0,US,39.0
1.2,0.0,0.1,26,0.2,29.0,5.7,1.0,0.6,0.1,0.2,1.2,US,18.9
2.3,0.0,0.2,27,0.2,29.0,8.8,1.9,2.0,0.2,0.6,2.1,US,36.3
2.0,0.0,0.4,28,0.3,29.0,9.0,1.4,1.9,0.3,0.3,1.9,US,38.5
6.3,0.0,0.7,22,0.8,5.0,20.7,3.6,8.3,0.5,1.4,5.7,US,50.7
4.3,0.0,0.4,23,0.9,5.0,20.5,3.2,5.6,0.6,1.1,6.0,US,48.0
4.1,0.0,0.4,24,1.1,5.0,21.9,3.3,5.7,0.7,1.1,6.8,US,48.3
3.6,0.0,0.8,25,1.3,5.0,20.7,3.2,4.7,0.7,0.8,6.1,US,52.40000000000001
2.3,0.0,0.4,26,0.6,5.0,18.1,3.4,3.7,0.7,0.9,4.2,US,61.4
4.1,0.0,1.6,27,1.0,5.0,25.1,3.4,4.1,1.0,0.6,4.9,US,43.8
3.5,0.0,1.7,28,0.9,5.0,19.3,2.7,3.1,0.6,0.7,3.4,US,39.1
3.3,0.0,1.8,29,1.3,5.0,25.3,3.4,3.5,1.0,0.7,5.5,US,47.0
4.5,0.0,1.2,30,1.5,5.0,22.2,2.9,4.2,0.8,0.5,4.5,US,43.1
2.4,0.2,0.8,31,0.7,5.0,15.2,2.2,2.9,0.6,0.3,3.0,US,44.4
2.5,0.0,0.8,32,0.7,5.0,19.2,3.4,3.0,0.4,0.6,4.1,US,48.9
3.9,0.0,0.4,19,0.6,23.0,11.8,1.5,4.7,0.3,0.5,2.9,US,50.8
1.3,0.0,0.2,20,0.1,23.0,4.8,0.7,1.5,0.1,0.4,1.3,US,46.8
3.0,0.0,0.1,21,0.5,23.0,8.7,1.2,3.2,0.2,0.6,2.6,US,45.3
2.7,0.0,0.2,21,0.5,23.0,8.6,1.3,2.7,0.2,0.6,2.5,US,43.5
3.8,0.0,0.0,21,0.5,23.0,8.9,0.8,4.9,0.2,0.5,3.0,US,50.0
4.0,0.0,0.3,22,0.9,23.0,16.5,2.0,5.5,0.5,0.7,5.4,US,59.9
6.3,0.0,0.4,23,1.3,23.0,22.4,3.0,8.0,0.5,0.7,6.9,US,58.1
5.7,0.0,0.5,24,0.9,23.0,16.9,2.3,6.4,0.4,0.8,5.2,US,49.5
4.4,0.0,0.5,25,0.8,23.0,16.6,1.8,5.2,0.4,0.9,5.3,US,50.8
5.7,0.0,0.4,26,0.9,23.0,19.0,2.4,6.8,0.5,0.6,5.4,US,53.2
5.5,0.0,0.7,27,0.7,23.0,20.0,2.4,6.6,0.5,0.9,5.7,US,55.1
5.5,0.0,1.2,28,0.5,23.0,19.6,2.1,6.7,0.7,0.7,6.6,US,57.10000000000001
2.8,0.0,0.4,23,0.6,45.0,5.6,1.0,2.0,0.0,0.6,1.5,US,31.8
1.8,0.0,0.4,25,0.4,,9.0,1.3,3.1,0.2,0.6,1.8,EU,71.7
0.8,0.0,0.1,26,0.1,,3.0,0.4,1.0,0.0,0.3,0.9,EU,53.29999999999999
7.6,0.0,1.0,21,0.8,24.0,26.2,3.7,10.0,0.4,1.5,5.3,EU,49.3
11.0,0.0,1.1,22,0.8,24.0,30.9,3.7,13.5,0.4,1.7,6.4,EU,50.8
12.4,0.0,1.8,23,0.9,24.0,32.6,3.4,16.4,0.4,2.0,6.8,EU,52.6
6.6,0.0,0.6,24,0.4,24.0,18.0,2.5,6.6,0.2,0.9,4.4,EU,41.0
8.8,0.0,0.6,25,1.1,24.0,24.8,2.5,9.7,0.5,1.0,5.5,EU,46.9
7.3,0.0,0.7,26,0.6,24.0,22.9,2.3,8.4,0.4,0.8,5.0,EU,50.3
6.4,0.0,0.4,27,0.4,24.0,22.1,2.6,8.1,0.4,0.8,4.7,EU,51.1
6.5,0.0,0.4,27,0.4,24.0,21.7,2.3,7.6,0.4,0.7,4.4,EU,49.8
6.1,0.0,0.3,27,0.3,24.0,23.0,3.2,9.1,0.3,1.0,5.3,EU,53.7
5.3,0.0,1.3,22,0.2,28.0,14.8,2.1,6.6,0.3,1.0,3.5,US,45.7
5.3,0.0,1.0,23,0.2,28.0,21.0,2.7,7.2,0.4,1.1,4.6,US,48.1
9.4,0.1,1.3,24,0.1,28.0,30.9,2.7,12.7,1.2,1.8,7.6,US,47.5
7.3,0.0,1.6,25,0.1,28.0,23.8,2.6,7.0,0.6,1.2,4.8,US,36.4
8.3,0.0,1.4,27,0.2,28.0,23.4,2.8,9.0,0.7,1.5,5.4,US,44.4
6.0,0.0,1.0,28,0.2,28.0,19.2,2.5,7.2,0.6,0.9,3.9,US,46.6
4.3,0.0,1.0,29,0.1,28.0,20.1,2.2,5.1,0.4,0.9,3.6,US,48.0
3.8,0.0,1.4,30,0.1,28.0,15.1,1.8,4.4,0.5,1.3,3.1,US,38.9
0.7,0.0,1.0,32,0.0,28.0,3.7,1.0,1.0,0.7,0.3,1.7,US,50.0
0.6,0.0,0.1,23,0.2,52.0,4.4,0.8,0.7,0.1,0.5,1.0,EU,38.5
0.8,0.0,0.4,24,0.1,52.0,4.5,0.8,1.3,0.1,0.3,1.1,EU,66.7
12.6,0.0,2.8,23,1.0,3.0,34.9,3.6,18.2,1.3,3.4,8.7,US,47.6
12.3,0.1,4.4,24,1.2,3.0,34.7,3.8,16.8,1.2,3.7,8.6,US,45.2
10.9,0.2,2.9,25,1.1,3.0,34.2,3.7,16.3,1.2,2.8,7.6,US,49.6
11.7,0.1,2.7,26,1.0,3.0,33.7,3.7,16.4,1.0,2.5,7.3,US,49.20000000000001
12.5,0.2,2.9,26,1.0,3.0,34.5,3.6,18.0,0.9,2.5,6.9,US,49.4
10.6,0.0,2.3,26,0.9,3.0,32.6,4.0,14.2,1.0,2.5,7.9,US,48.9
12.7,0.4,2.7,27,0.8,3.0,38.3,3.4,18.1,1.2,2.7,8.8,US,50.0
9.5,0.1,2.6,28,1.0,3.0,30.8,3.3,13.8,1.0,2.5,6.6,US,48.9
6.4,0.1,1.5,29,0.8,3.0,21.1,1.9,7.6,0.9,1.2,3.4,US,36.3
9.5,0.1,2.3,30,0.5,3.0,29.8,4.0,12.2,1.0,2.3,6.7,US,47.8
6.9,0.1,1.6,31,0.6,3.0,21.3,3.1,9.3,0.9,1.8,4.7,US,50.6
6.0,0.0,1.3,31,0.5,3.0,17.5,3.0,7.5,0.8,1.3,4.0,US,51.2
8.7,0.1,2.3,31,0.8,3.0,29.3,3.3,13.2,1.2,2.7,6.1,US,49.8
6.2,0.0,2.6,32,0.4,3.0,25.3,2.3,7.1,1.1,1.5,5.3,US,46.7
6.6,0.0,3.1,33,0.5,3.0,29.1,2.7,8.3,1.1,1.1,6.6,US,49.6
4.9,0.1,1.9,34,0.6,3.0,20.5,2.1,5.9,0.8,0.9,4.8,US,47.7
3.6,0.0,0.8,35,0.3,3.0,15.1,1.6,5.3,0.7,0.6,2.7,US,58.4
8.2,1.0,0.7,22,1.4,3.0,32.3,3.2,13.8,0.8,0.8,7.6,US,50.4
8.6,0.7,1.2,23,2.2,3.0,30.1,3.6,12.4,0.5,1.2,7.9,US,48.0
8.6,0.7,1.4,24,2.6,3.0,31.5,3.7,12.9,0.5,1.2,7.8,US,50.8
8.4,1.3,1.1,25,2.7,3.0,31.5,3.6,13.5,0.7,1.2,7.4,US,51.4
9.5,1.5,1.2,25,3.0,3.0,32.7,3.4,14.9,0.6,1.2,7.4,US,52.3
6.1,1.1,1.1,25,2.2,3.0,29.1,4.0,10.8,0.9,1.3,7.4,US,49.20000000000001
5.8,0.7,0.8,26,1.3,3.0,23.3,3.8,9.3,0.5,0.7,4.8,US,56.3
4.9,0.5,1.4,27,0.8,3.0,19.3,2.8,7.8,0.5,0.6,4.6,US,49.20000000000001
5.8,1.0,1.2,28,1.2,3.0,27.5,3.3,11.1,0.5,0.9,6.9,US,55.50000000000001
3.2,1.4,1.4,29,0.9,3.0,24.8,3.3,7.8,0.4,0.8,5.0,US,53.29999999999999
2.9,0.1,0.3,30,0.4,3.0,13.0,2.1,3.7,0.3,0.5,2.6,US,39.2
1.5,0.0,0.2,31,0.4,3.0,7.5,1.5,1.7,0.3,0.3,1.7,US,44.3
8.3,0.0,2.7,23,1.0,65.0,30.4,4.1,9.8,0.7,1.6,8.6,US,50.3
6.5,0.1,1.3,24,0.8,65.0,22.9,3.7,9.0,0.5,1.5,7.7,US,49.8
4.9,0.1,0.9,24,0.6,65.0,17.9,3.4,6.7,0.4,1.2,5.5,US,47.6
9.2,0.0,1.8,24,1.1,65.0,31.2,4.2,12.8,0.6,2.0,11.3,US,51.8
10.5,0.0,3.2,25,1.4,65.0,35.0,3.9,13.6,0.6,2.1,12.1,US,49.8
12.6,0.0,1.8,26,1.0,65.0,34.9,3.3,17.3,0.6,1.8,12.2,US,53.0
14.1,0.0,1.9,27,0.9,65.0,35.3,3.8,17.5,0.8,1.6,12.4,US,50.7
13.3,0.0,1.8,28,0.8,65.0,35.3,3.5,16.6,0.7,1.6,13.1,US,49.4
12.1,0.1,1.8,29,0.8,65.0,34.8,3.5,15.4,0.9,1.5,11.6,US,50.4
10.8,0.2,2.4,30,1.0,65.0,35.3,3.5,13.5,0.8,1.7,10.1,US,50.0
10.0,0.4,2.2,31,1.2,65.0,32.6,3.2,13.7,0.6,1.6,9.6,US,51.6
7.7,0.7,2.1,32,1.0,65.0,33.0,3.4,12.1,0.7,1.2,9.6,US,52.0
8.0,0.5,1.9,33,0.7,65.0,32.5,3.0,11.0,0.5,1.2,9.0,US,50.2
7.9,0.4,2.0,34,0.7,65.0,27.6,2.8,9.7,0.6,1.3,5.6,US,49.20000000000001
6.9,0.1,1.6,35,0.5,65.0,24.5,2.7,8.7,0.6,0.7,5.3,US,51.7
7.4,0.3,1.3,36,0.4,65.0,22.5,2.7,9.8,0.5,0.9,5.1,US,53.90000000000001
4.0,0.0,0.4,18,0.1,30.0,10.7,1.3,4.6,0.1,0.7,2.1,EU,48.9
3.5,0.1,0.3,19,0.2,30.0,10.3,1.4,3.1,0.1,0.5,2.4,EU,37.9
2.9,0.1,0.1,19,0.1,30.0,7.4,1.3,2.8,0.1,0.6,2.0,EU,36.70000000000001
3.9,0.0,0.5,19,0.2,30.0,12.4,1.5,3.4,0.2,0.3,2.7,EU,38.6
1.8,0.0,0.3,20,0.0,30.0,4.7,0.3,0.7,0.0,0.5,1.5,EU,18.2
2.0,0.0,1.0,20,0.0,30.0,8.0,1.0,0.0,0.0,0.5,2.0,EU,0.0
1.8,0.0,0.0,20,0.0,30.0,3.0,0.0,1.0,0.0,0.5,1.3,EU,28.6
3.0,0.0,0.0,26,0.0,102.0,16.0,0.0,3.0,1.0,1.0,5.0,US,33.300000000000004
1.9,0.0,0.1,22,0.8,28.0,8.5,1.8,2.6,0.3,0.5,2.4,US,51.3
2.4,0.0,0.3,23,1.8,28.0,13.7,2.3,3.5,0.3,0.6,3.7,US,55.7
3.0,0.0,0.4,24,2.0,28.0,18.3,2.7,4.9,0.3,0.7,4.8,US,57.70000000000001
5.9,0.0,0.5,25,2.5,28.0,24.3,3.8,7.7,0.6,1.1,6.7,US,52.2
4.7,0.0,1.1,26,1.9,28.0,25.5,3.6,5.3,0.6,1.2,6.0,US,42.6
5.5,0.0,0.6,27,1.1,28.0,19.6,2.3,6.1,0.5,1.0,3.8,US,47.1
8.2,0.0,0.9,28,1.8,28.0,28.5,3.3,9.7,0.5,1.3,5.6,US,47.4
11.1,0.0,0.9,29,1.8,28.0,33.3,3.4,11.7,0.6,1.7,6.4,US,44.7
12.1,0.0,1.2,29,1.7,28.0,35.6,3.5,12.9,0.7,1.8,6.5,US,45.4
8.5,0.1,0.2,29,2.1,28.0,27.5,3.2,8.8,0.4,1.5,6.1,US,42.4
4.8,0.0,0.5,30,0.9,28.0,23.0,2.7,5.3,0.5,0.8,5.3,US,46.40000000000001
2.5,0.0,0.3,31,0.5,28.0,12.1,1.8,2.7,0.3,0.6,2.7,US,37.8
4.7,0.0,0.6,32,0.6,28.0,18.4,2.0,3.8,0.2,0.8,4.4,US,32.3
3.4,0.0,0.2,33,0.3,28.0,12.8,1.6,3.1,0.4,0.3,3.2,US,43.8
0.8,0.0,0.2,23,0.3,48.0,5.0,1.3,1.0,0.0,0.2,1.0,US,44.4
2.5,0.0,0.3,23,0.3,28.0,5.1,1.1,3.2,0.0,1.1,1.2,US,55.1
3.3,0.0,0.5,24,0.4,28.0,8.8,1.6,3.7,0.2,1.2,2.6,US,41.7
3.0,0.1,0.5,23,0.4,55.0,11.2,1.8,3.9,0.3,0.9,3.2,EU,42.1
5.5,0.2,0.9,24,0.3,55.0,17.6,1.9,7.9,0.2,0.9,4.9,EU,53.0
3.4,0.5,1.0,25,0.1,55.0,14.0,1.2,5.4,0.4,0.8,3.6,EU,49.0
3.3,0.5,1.0,25,0.1,55.0,14.8,1.4,5.7,0.4,0.8,3.7,EU,51.0
3.6,0.3,1.0,25,0.0,55.0,12.1,0.6,4.5,0.4,0.8,3.4,EU,43.5
3.4,0.0,0.7,26,0.1,55.0,9.7,0.8,4.1,0.2,0.6,3.1,EU,51.6
2.7,0.0,0.3,28,0.0,84.0,6.3,2.0,4.0,0.3,0.3,1.3,US,62.5
0.9,0.0,0.3,23,0.2,41.0,4.7,0.8,1.5,0.2,0.1,1.6,US,60.0
2.9,0.0,0.2,22,0.3,17.0,10.4,2.3,4.3,0.1,0.9,2.7,US,54.50000000000001
2.9,0.0,0.2,23,0.3,17.0,9.9,2.0,4.3,0.2,0.8,2.5,US,56.3
4.1,0.0,0.5,24,0.3,17.0,15.6,2.7,4.5,0.2,1.0,4.1,US,44.6
3.0,0.0,0.6,24,0.3,17.0,11.8,2.2,2.9,0.1,0.8,2.7,US,40.6
5.0,0.0,0.5,24,0.3,17.0,18.6,3.1,5.8,0.3,1.1,5.2,US,46.5
2.6,0.0,0.5,25,0.3,17.0,12.1,1.9,3.3,0.2,0.7,3.5,US,51.3
4.0,0.0,1.2,27,0.5,17.0,16.4,2.7,5.1,0.3,1.2,4.0,US,48.6
2.9,0.0,0.2,28,0.3,17.0,10.9,2.1,3.9,0.3,0.7,3.1,US,52.7
1.6,0.0,0.1,29,0.2,17.0,8.6,1.7,2.4,0.1,0.6,1.9,US,62.1
1.7,0.0,0.3,30,0.1,17.0,6.3,1.8,1.7,0.2,0.5,1.8,US,42.4
3.0,0.0,1.0,30,0.0,17.0,11.0,3.0,0.0,0.0,0.0,1.0,US,0.0
1.6,0.0,0.2,30,0.1,17.0,6.1,1.7,1.8,0.2,0.5,1.8,US,46.7
6.4,0.0,1.2,23,0.6,11.0,20.6,3.5,7.4,0.5,1.3,6.1,US,46.8
5.6,0.0,1.0,24,0.6,11.0,13.0,2.2,6.1,0.4,1.3,3.7,US,45.5
4.5,0.0,0.7,26,0.6,11.0,14.7,2.4,4.8,0.4,0.9,4.5,US,42.2
1.0,0.0,1.0,26,0.0,,5.0,1.5,1.0,0.0,0.0,0.5,US,50.0
1.9,0.0,0.1,20,0.4,5.0,8.6,1.6,2.0,0.1,0.6,2.4,EU,42.3
5.1,0.0,0.5,21,1.5,5.0,22.0,3.1,6.3,0.5,1.1,6.6,EU,50.8
7.9,0.0,1.2,22,0.8,5.0,23.3,2.9,9.0,0.5,1.9,7.6,EU,42.4
5.9,0.0,0.6,23,1.3,5.0,20.3,3.1,8.0,0.5,1.3,6.6,EU,50.0
5.4,0.0,1.2,24,0.9,5.0,20.2,2.3,8.5,0.4,1.1,7.5,EU,56.7
1.4,0.0,0.0,22,0.4,34.0,5.8,1.2,1.5,0.1,0.4,1.2,US,41.9
1.2,0.0,0.2,24,0.0,34.0,2.6,0.6,2.0,0.2,0.2,1.0,US,66.7
3.9,0.0,0.5,20,0.6,11.0,17.5,2.4,5.5,0.2,0.7,3.7,US,55.1
2.1,0.0,0.5,21,0.1,11.0,8.9,1.9,2.5,0.2,0.4,2.8,US,45.1
2.4,0.9,0.6,22,0.3,11.0,15.4,2.1,5.9,0.2,0.7,4.5,US,60.6
3.4,1.4,1.5,23,0.3,11.0,21.9,3.0,8.4,0.1,1.3,5.1,US,54.7
2.2,1.0,1.0,24,0.4,11.0,16.5,2.3,5.4,0.2,0.5,3.2,US,48.4
1.6,0.3,0.5,25,0.0,11.0,7.7,1.1,3.4,0.2,0.3,2.1,US,66.0
1.0,0.0,0.0,26,0.0,,1.3,0.0,1.3,0.3,0.0,0.7,US,66.7
3.6,0.0,1.1,23,1.5,21.0,14.8,3.0,4.5,0.2,1.6,4.8,US,51.9
6.4,0.0,1.4,24,2.2,21.0,23.6,4.1,8.4,0.6,2.3,7.1,US,52.90000000000001
6.2,0.0,1.3,25,1.7,21.0,23.8,4.0,7.6,0.5,1.9,7.4,US,50.0
7.4,0.0,1.6,26,2.1,21.0,25.8,3.5,9.9,0.6,2.3,8.0,US,53.79999999999999
7.1,0.0,1.2,27,1.8,21.0,22.4,3.7,9.8,0.6,2.0,7.3,US,55.1
9.1,0.0,1.5,28,2.4,21.0,30.5,3.9,11.6,0.4,2.3,9.4,US,50.4
4.2,0.0,0.7,29,1.7,21.0,22.1,3.9,5.6,0.3,1.1,7.6,US,50.6
6.6,0.0,0.7,30,2.2,21.0,22.0,3.8,8.0,0.3,1.4,6.6,US,49.9
2.3,0.0,0.7,31,0.0,21.0,13.3,2.7,4.0,0.3,0.0,2.7,US,50.0
5.1,0.0,1.2,32,1.2,21.0,20.2,3.7,6.4,0.3,1.4,6.3,US,47.8
3.0,0.0,0.5,33,0.6,21.0,11.3,2.3,3.9,0.2,0.8,3.5,US,55.7
2.1,0.0,0.3,34,0.5,21.0,8.7,2.0,2.3,0.0,0.9,2.2,US,45.2
2.2,0.0,0.2,36,1.0,21.0,12.9,2.4,2.8,0.3,0.6,3.9,US,49.3
1.6,0.0,0.3,37,0.7,21.0,11.5,2.1,2.2,0.1,0.8,4.4,US,48.6
1.3,0.0,0.6,37,0.4,21.0,12.6,2.1,1.4,0.0,0.6,4.1,US,44.4
1.7,0.0,0.3,37,0.7,21.0,11.4,2.1,2.3,0.1,0.8,4.4,US,49.0
1.5,0.0,0.2,38,0.3,21.0,9.7,1.8,1.6,0.2,0.6,3.2,US,41.6
1.1,0.0,0.1,39,0.1,21.0,6.3,1.7,0.9,0.1,0.3,1.6,US,37.5
1.0,0.0,0.0,23,0.0,35.0,7.0,2.5,2.0,0.0,1.0,1.5,US,100.0
3.3,0.0,0.7,23,0.6,45.0,10.3,1.8,4.2,0.3,0.8,2.0,US,50.2
6.2,0.0,0.9,24,0.7,45.0,15.8,2.1,6.5,0.4,1.0,3.3,US,43.3
5.5,0.0,1.0,24,0.5,45.0,15.4,2.1,5.6,0.4,1.0,3.0,US,43.3
7.2,0.0,0.6,24,1.0,45.0,16.4,2.1,8.0,0.3,1.0,3.9,US,43.3
6.6,0.6,2.1,25,1.1,45.0,24.3,2.6,9.2,0.7,1.4,5.0,US,49.5
6.6,0.0,2.2,25,0.8,45.0,21.1,2.4,7.5,0.5,1.6,3.9,US,46.8
6.5,0.9,2.0,25,1.3,45.0,26.0,2.8,10.0,0.8,1.2,5.5,US,50.8
3.7,0.4,0.9,26,0.9,45.0,15.0,2.1,5.3,0.6,0.7,2.7,US,47.1
3.1,0.8,1.1,27,1.0,45.0,15.4,2.1,5.8,0.6,0.7,3.6,US,52.90000000000001
4.8,1.1,1.6,28,0.9,45.0,22.1,2.2,9.1,0.6,1.2,3.5,US,53.0
2.2,0.7,0.9,29,0.8,45.0,14.4,2.1,4.0,0.4,0.9,2.2,US,44.5
1.2,1.0,0.7,30,0.4,45.0,12.0,1.4,4.4,0.3,0.5,1.7,US,55.60000000000001
1.0,0.9,0.8,31,0.3,45.0,10.9,1.3,3.6,0.2,0.4,1.2,US,55.1
1.0,0.8,0.5,31,0.2,45.0,8.5,1.1,3.3,0.1,0.3,1.0,US,54.7
1.0,1.0,1.2,31,0.4,45.0,14.1,1.6,3.9,0.3,0.5,1.3,US,55.7
1.3,0.3,0.2,32,0.0,45.0,7.5,1.0,1.7,0.2,0.2,1.2,US,33.300000000000004
0.8,0.4,0.6,33,0.2,45.0,11.3,1.1,2.1,0.1,0.3,1.3,US,42.9
5.0,0.4,0.7,24,0.5,,13.0,2.7,8.2,0.5,0.7,4.7,US,59.20000000000001
1.0,0.2,0.0,19,0.0,30.0,4.2,0.4,1.8,0.0,0.2,2.0,US,64.3
1.8,0.0,0.5,20,0.3,30.0,8.4,1.2,2.5,0.3,0.3,2.3,US,53.29999999999999
2.8,0.0,0.6,21,0.8,30.0,13.8,1.6,4.0,0.5,0.5,3.3,US,58.3
10.3,0.0,1.0,20,1.8,10.0,30.5,3.1,13.0,0.5,1.8,8.1,US,53.1
13.7,0.0,2.3,21,1.7,10.0,36.9,3.1,18.8,0.7,2.5,8.6,US,49.9
16.0,0.0,1.6,22,1.5,10.0,35.2,2.9,20.4,0.6,2.1,6.0,US,49.20000000000001
15.4,0.0,1.2,23,0.8,10.0,27.2,1.6,19.2,0.2,1.2,3.6,US,49.4
14.8,0.0,0.9,24,2.1,10.0,30.4,2.1,19.4,0.4,1.8,6.9,US,52.1
13.4,0.0,0.9,25,1.8,10.0,31.4,3.1,20.7,0.5,1.6,6.0,US,56.3
13.6,0.0,0.7,26,1.8,10.0,29.2,2.9,17.2,0.6,1.4,7.4,US,51.3
15.7,0.0,2.0,27,1.7,10.0,33.7,2.9,20.6,0.8,2.4,7.8,US,51.2
10.5,1.8,2.3,28,1.7,10.0,29.6,2.6,20.5,0.5,2.5,5.4,US,53.1
6.3,1.5,1.7,29,1.3,10.0,23.4,2.7,13.0,0.4,1.3,4.0,US,53.6
2.3,0.0,0.1,20,0.7,15.0,10.2,1.6,3.2,0.2,0.5,2.0,US,51.8
5.7,0.0,0.1,21,1.0,15.0,19.3,2.3,8.4,0.2,0.8,4.9,US,58.8
5.3,0.0,0.1,22,0.7,15.0,14.8,2.1,6.4,0.3,0.7,3.2,US,50.1
4.2,0.0,0.3,23,0.9,15.0,14.0,2.0,5.4,0.3,0.7,3.3,US,46.1
8.8,0.0,0.8,24,1.6,15.0,26.0,2.0,11.3,0.4,1.3,5.6,US,53.40000000000001
7.8,0.0,0.9,25,1.7,15.0,31.7,2.4,11.1,0.3,1.0,8.5,US,55.1
7.4,0.0,0.9,26,1.4,15.0,27.8,2.1,9.6,0.3,1.2,6.7,US,53.5
8.1,0.0,1.4,27,1.6,15.0,27.1,2.2,10.3,0.2,1.6,7.3,US,53.90000000000001
9.5,0.0,1.0,28,1.4,15.0,28.0,1.9,10.4,0.2,1.1,6.4,US,49.3
9.9,0.1,1.9,29,0.8,15.0,26.4,1.7,11.8,0.2,1.7,4.5,US,53.29999999999999
2.9,0.0,0.2,24,0.7,47.0,9.4,1.7,3.7,0.2,0.5,2.6,US,55.3
2.9,0.0,0.2,25,0.3,47.0,9.5,1.5,4.1,0.1,0.4,2.7,US,58.9
7.5,0.0,1.3,26,1.4,47.0,24.2,2.9,9.7,0.4,1.1,6.1,US,53.1
5.7,0.0,0.5,27,0.8,47.0,19.3,2.5,7.1,0.5,0.8,4.7,US,51.7
1.6,0.0,0.0,23,0.1,27.0,3.1,0.4,1.5,0.0,0.1,1.1,US,37.8
