2PA,3P,AST,Age,BLK,Draft Placing,MP,PF,PTS,STL,TOV,TRB,US or EU,eFG%
12.3,0.0,1.5,23,1.7,3.0,30.8,2.8,16.0,0.8,1.6,8.2,US,52.6
13.0,0.0,1.5,24,1.5,3.0,32.0,2.4,16.4,1.2,1.7,8.1,US,51.5
8.1,0.1,1.1,25,0.8,3.0,23.7,2.1,9.5,0.9,1.2,6.1,US,49.0
8.3,0.2,1.3,26,1.1,3.0,28.0,2.1,12.3,0.7,1.1,7.2,US,57.3
3.5,0.1,0.6,22,0.3,48.0,15.2,1.9,3.7,0.4,0.8,5.2,US,37.3
1.0,0.3,0.0,22,0.3,48.0,3.3,1.0,1.7,0.0,0.0,1.0,US,62.5
3.7,0.1,0.7,22,0.3,48.0,16.2,2.0,3.8,0.4,0.8,5.6,US,36.6
1.7,0.1,0.4,23,0.4,48.0,10.0,1.5,2.3,0.6,0.5,2.8,US,45.6
4.8,0.0,0.9,24,0.6,48.0,30.4,2.6,6.3,0.9,1.2,10.3,US,50.0
0.5,0.0,0.0,24,0.0,48.0,1.5,0.0,0.0,0.0,0.0,1.0,US,0.0
5.1,0.0,0.9,24,0.7,48.0,32.7,2.8,6.8,1.0,1.3,11.0,US,50.4
5.2,0.0,0.8,25,0.5,48.0,27.7,2.5,5.7,0.5,0.7,9.3,US,43.1
3.8,0.0,0.8,26,0.5,48.0,24.8,2.5,3.7,1.3,1.2,9.3,US,34.8
3.2,0.0,0.4,24,0.1,43.0,8.0,1.3,3.7,0.1,0.6,1.9,US,43.6
5.7,0.0,0.8,25,0.1,43.0,16.1,2.1,6.5,0.2,1.2,4.8,US,45.0
4.6,0.0,0.6,26,0.3,43.0,14.5,2.4,5.0,0.3,1.1,3.5,US,43.6
2.6,0.0,0.2,28,0.2,43.0,7.2,1.0,2.6,0.1,0.5,1.9,US,37.1
2.3,0.0,0.2,29,0.1,43.0,5.1,0.6,2.4,0.1,0.6,1.8,US,42.9
1.8,0.0,0.2,21,0.3,38.0,7.8,2.1,1.6,0.0,0.9,2.8,EU,37.5
1.7,0.0,0.2,22,0.7,38.0,7.4,1.7,2.3,0.3,0.4,1.8,EU,58.3
1.9,0.0,0.3,23,0.4,38.0,8.3,1.6,2.6,0.1,0.5,1.8,EU,54.7
1.9,0.0,0.3,24,0.3,38.0,8.6,1.7,2.0,0.1,0.5,2.0,EU,44.0
1.7,0.0,0.3,25,0.0,38.0,5.7,0.7,2.7,0.7,0.0,3.0,EU,40.0
3.9,0.0,0.7,25,0.3,50.0,14.2,2.7,4.7,0.6,1.1,3.2,US,47.6
2.0,0.0,0.4,26,0.4,50.0,7.4,1.1,2.9,0.2,0.2,1.2,US,58.3
5.0,0.0,0.5,26,0.5,50.0,8.5,1.5,6.0,0.0,0.0,1.5,US,60.0
1.6,0.0,0.4,26,0.4,50.0,7.3,1.0,2.5,0.2,0.2,1.1,US,57.70000000000001
0.5,0.0,0.0,27,0.0,50.0,1.3,0.3,0.3,0.0,0.3,0.8,US,33.300000000000004
0.6,0.0,0.0,27,0.0,50.0,1.4,0.4,0.4,0.0,0.4,1.0,US,33.300000000000004
1.5,0.0,0.0,24,0.3,,9.8,1.3,1.0,0.0,0.5,1.5,US,33.300000000000004
3.8,0.0,0.7,22,0.4,35.0,11.2,2.1,4.4,0.2,0.8,2.8,US,46.0
3.9,0.0,0.7,23,0.2,35.0,11.2,1.7,4.3,0.1,0.7,3.0,US,46.1
2.7,0.0,0.5,24,0.3,35.0,6.9,1.3,2.9,0.1,0.6,1.9,US,45.8
2.5,0.0,1.1,24,0.5,35.0,9.3,1.7,2.4,0.0,0.9,2.7,US,44.0
2.8,0.0,0.3,24,0.3,35.0,6.2,1.2,3.1,0.1,0.5,1.7,US,46.3
2.3,0.0,0.0,25,0.3,35.0,6.3,1.0,3.3,0.0,0.3,1.0,US,57.10000000000001
3.8,0.1,0.5,26,0.4,35.0,14.7,2.3,4.9,0.2,0.9,3.3,US,48.3
5.1,0.0,0.9,26,0.5,35.0,17.6,3.2,6.1,0.1,1.0,3.2,US,47.7
3.4,0.1,0.4,26,0.3,35.0,13.9,2.1,4.6,0.2,0.9,3.4,US,48.5
3.2,0.0,0.3,27,0.3,35.0,11.0,1.6,3.8,0.1,0.8,2.4,US,44.1
3.1,0.0,0.4,28,0.3,35.0,11.6,1.8,3.5,0.1,0.7,2.4,US,45.7
5.2,0.0,0.7,29,0.4,35.0,18.5,2.4,5.7,0.2,0.9,3.5,US,44.7
3.2,0.0,0.6,30,0.2,35.0,10.9,1.5,2.8,0.1,0.6,2.0,US,38.0
3.5,0.1,0.7,31,0.3,35.0,12.0,1.8,3.4,0.2,0.5,1.8,US,41.3
2.0,0.0,0.5,32,0.2,35.0,7.3,1.2,2.0,0.1,0.4,1.8,US,43.20000000000001
0.8,0.0,0.2,33,0.0,35.0,4.0,0.7,1.2,0.0,0.0,1.3,US,22.2
4.1,0.0,0.4,34,0.3,35.0,18.6,2.8,4.2,0.0,1.0,3.5,US,38.9
1.2,0.0,0.3,23,0.1,21.0,4.5,0.9,2.3,0.3,0.1,1.7,US,56.49999999999999
2.9,0.0,0.5,24,0.4,21.0,16.2,2.1,3.5,0.5,0.7,5.5,US,47.4
4.6,0.0,0.9,25,0.5,21.0,21.8,2.8,5.7,0.9,1.0,6.8,US,45.2
2.3,0.0,0.7,26,0.3,21.0,10.4,1.3,2.1,0.4,0.4,3.6,US,36.0
4.4,0.0,0.8,27,0.3,21.0,23.9,2.3,6.1,0.9,0.7,7.4,US,54.40000000000001
5.2,0.0,0.7,28,0.2,21.0,26.1,3.0,7.0,0.8,0.9,9.0,US,51.9
3.9,0.0,0.8,29,0.4,21.0,25.1,3.0,5.9,0.7,1.0,9.1,US,55.2
3.5,0.0,0.8,30,0.5,21.0,23.2,2.7,4.3,0.8,0.9,8.1,US,46.9
4.8,0.0,1.7,31,0.4,21.0,24.5,2.9,6.4,0.7,0.8,8.7,US,55.00000000000001
4.7,0.0,1.8,32,0.7,21.0,24.7,3.1,6.1,0.7,1.2,6.9,US,50.4
2.8,0.0,1.3,33,0.3,21.0,15.9,2.8,3.1,0.2,0.9,5.1,US,47.8
2.9,0.0,0.8,34,0.6,21.0,16.8,2.3,3.3,0.4,0.5,6.3,US,47.9
1.5,0.1,0.4,35,0.1,21.0,12.8,2.4,2.3,0.7,0.6,3.8,US,52.8
7.2,0.0,1.4,22,0.3,14.0,20.5,3.4,8.1,0.7,1.4,4.2,US,42.8
2.8,0.0,0.5,23,0.2,14.0,7.7,1.8,3.3,0.4,0.9,1.9,US,37.4
7.9,0.0,1.1,24,0.4,14.0,22.9,3.7,9.5,0.7,1.7,5.0,US,45.8
3.3,0.0,0.8,26,0.4,14.0,14.0,2.4,4.6,0.5,0.5,2.6,US,54.50000000000001
2.4,0.0,0.9,28,0.5,14.0,14.3,2.4,2.8,0.5,0.7,3.3,US,41.9
2.8,0.0,0.3,25,0.2,30.0,9.4,1.3,2.6,0.3,0.4,2.3,EU,40.8
3.1,0.0,0.7,26,0.4,30.0,14.0,1.8,3.3,0.2,0.6,4.0,EU,47.5
3.1,0.0,0.3,27,0.5,30.0,12.9,1.9,3.5,0.2,0.5,4.0,EU,49.0
9.7,0.0,0.8,22,0.7,8.0,24.2,3.1,12.3,0.5,1.5,5.8,US,47.9
9.3,0.0,0.9,23,0.6,8.0,26.3,3.0,9.5,0.5,1.4,5.5,US,43.5
5.7,0.0,0.7,24,0.3,8.0,17.2,2.7,6.8,0.4,0.7,4.5,US,49.1
3.7,0.2,0.4,25,0.3,8.0,11.8,1.7,4.2,0.3,0.5,2.2,US,44.4
3.8,2.1,1.4,26,0.9,8.0,27.0,3.2,11.2,0.8,0.9,5.3,US,57.3
5.1,2.2,1.2,27,1.0,8.0,33.0,3.5,12.7,0.6,0.9,6.7,US,53.5
5.5,1.4,1.4,28,1.1,8.0,26.1,2.8,10.5,0.7,1.0,5.9,US,49.0
4.2,2.0,1.2,30,0.8,8.0,28.2,3.0,11.1,0.7,1.1,5.1,US,53.5
1.9,1.8,1.3,31,0.5,8.0,24.9,2.5,7.3,0.6,1.0,3.9,US,53.2
1.6,1.3,1.0,32,0.4,8.0,17.1,1.8,6.1,0.4,0.6,3.3,US,56.89999999999999
1.5,1.1,1.0,32,0.5,8.0,17.1,1.6,5.2,0.5,0.7,3.2,US,56.49999999999999
1.8,1.7,1.0,32,0.3,8.0,17.2,2.2,7.5,0.3,0.5,3.6,US,57.49999999999999
2.5,1.9,0.6,33,0.5,8.0,18.9,1.9,9.1,0.4,0.7,3.9,US,58.9
1.8,0.7,0.7,34,0.2,8.0,13.1,1.3,5.0,0.3,0.4,2.5,US,58.3
1.8,0.7,0.6,34,0.3,8.0,12.4,1.2,4.8,0.4,0.4,2.5,US,58.6
2.0,1.0,1.1,34,0.1,8.0,16.7,1.7,5.8,0.1,0.4,2.8,US,56.99999999999999
3.5,0.0,0.3,22,0.3,11.0,12.7,1.9,4.1,0.1,0.7,3.3,US,42.9
3.5,0.0,0.2,23,0.3,11.0,10.8,1.6,4.0,0.1,0.6,3.4,US,42.0
3.0,0.0,0.1,24,0.3,11.0,11.0,1.4,3.4,0.1,0.6,2.4,US,45.2
3.0,0.0,0.1,25,0.2,11.0,9.7,1.1,3.3,0.2,0.7,2.7,US,41.8
3.5,0.0,0.1,26,0.2,11.0,7.7,1.0,2.8,0.3,0.3,1.8,US,28.6
2.9,0.0,0.2,24,1.1,34.0,15.5,2.6,3.4,0.4,0.6,4.0,EU,48.3
4.6,0.0,0.4,25,1.4,34.0,16.8,2.5,5.7,0.7,0.6,4.6,EU,52.40000000000001
5.6,0.0,0.4,26,1.3,34.0,22.0,2.8,7.3,0.6,1.0,8.3,EU,53.90000000000001
4.2,0.0,0.3,27,0.6,34.0,12.0,2.3,5.2,0.3,0.5,3.1,EU,55.3
4.2,0.0,0.5,28,0.6,34.0,15.6,2.6,4.8,0.4,0.9,4.6,EU,47.4
3.0,0.0,0.2,29,0.5,34.0,10.5,1.6,3.2,0.4,0.7,2.8,EU,41.6
3.6,0.0,0.6,30,0.6,34.0,14.0,2.4,4.0,0.5,0.6,3.8,EU,48.0
2.8,0.0,0.4,31,0.4,34.0,9.8,2.0,2.8,0.3,0.5,2.9,EU,43.8
3.0,0.0,0.3,32,0.7,34.0,11.0,2.2,2.8,0.3,0.7,3.2,EU,41.9
3.1,0.0,0.4,32,0.6,34.0,10.6,2.3,2.8,0.4,0.8,3.1,EU,42.0
2.9,0.0,0.2,32,0.8,34.0,11.9,2.0,2.8,0.2,0.6,3.5,EU,41.5
1.0,0.0,0.0,33,0.5,34.0,6.5,2.0,0.0,0.5,0.5,2.5,EU,0.0
1.5,0.0,0.0,24,0.0,32.0,1.5,1.0,3.0,0.0,0.0,0.0,US,100.0
8.8,0.1,1.8,19,1.6,5.0,28.7,2.4,10.4,1.1,1.4,6.3,US,49.70000000000001
14.0,0.1,3.1,20,2.1,5.0,38.9,2.6,17.0,1.4,2.3,8.0,US,50.2
15.6,0.0,4.2,21,1.8,5.0,39.3,2.7,18.5,1.7,2.3,9.6,US,49.20000000000001
18.9,0.1,4.3,22,1.8,5.0,37.9,3.2,20.8,1.7,2.9,10.4,US,46.2
17.8,0.4,5.0,23,1.6,5.0,40.0,2.5,22.9,1.5,3.3,11.8,US,50.7
17.4,0.2,5.0,24,1.8,5.0,39.5,2.5,22.0,1.4,2.8,11.4,US,48.4
15.9,0.5,5.2,25,1.6,5.0,39.2,2.3,21.2,1.2,2.8,12.1,US,48.4
17.2,0.2,6.0,26,1.6,5.0,40.5,2.4,23.0,1.4,2.8,13.4,US,50.8
19.1,0.1,5.0,27,2.2,5.0,39.4,2.5,24.2,1.5,2.6,13.9,US,50.2
16.3,0.1,5.7,28,1.4,5.0,38.1,2.5,22.2,1.5,2.7,13.5,US,50.4
15.3,0.1,4.1,29,1.4,5.0,38.9,2.7,21.8,1.4,2.4,12.7,US,52.90000000000001
16.9,0.2,4.1,30,1.7,5.0,39.4,2.4,22.4,1.2,2.7,12.8,US,48.0
13.8,0.0,3.4,31,1.3,5.0,32.8,2.3,18.8,1.4,1.9,9.2,US,53.90000000000001
12.8,0.0,2.5,32,1.2,5.0,31.1,2.2,15.8,1.1,1.6,8.5,US,53.2
11.1,0.0,2.7,33,0.8,5.0,29.9,2.5,14.3,1.0,1.5,7.3,US,52.1
11.5,0.0,2.4,34,0.8,5.0,31.3,2.1,14.9,1.3,1.6,8.9,US,52.90000000000001
12.8,0.1,2.9,35,1.0,5.0,31.1,2.4,15.8,0.9,1.8,8.2,US,50.5
12.3,0.0,2.3,36,0.9,5.0,29.7,2.3,14.8,1.1,1.6,7.8,US,49.8
6.5,0.0,1.5,37,0.7,5.0,20.5,2.3,6.5,0.8,1.3,6.6,US,44.1
6.4,0.0,1.6,38,0.4,5.0,20.3,2.3,6.9,1.0,1.0,6.6,US,46.9
6.4,0.0,1.6,38,0.3,5.0,20.3,2.3,6.8,1.0,1.1,6.8,US,45.6
6.0,0.0,1.6,38,0.8,5.0,19.6,2.6,7.6,1.0,0.2,5.2,US,58.1
3.0,0.0,1.6,39,0.3,5.0,14.6,1.8,3.2,0.7,0.4,3.9,US,47.0
5.7,0.0,0.6,30,1.4,38.0,24.5,2.3,8.0,0.6,0.5,7.3,US,57.3
6.9,0.0,1.1,31,1.6,38.0,32.1,2.4,7.3,0.7,1.0,7.9,US,42.8
4.7,0.0,0.6,32,0.9,38.0,21.5,2.3,5.5,0.6,0.6,5.2,US,50.2
1.9,0.0,0.3,33,0.7,38.0,10.8,1.7,2.0,0.1,0.4,2.5,US,44.4
2.2,0.0,0.3,34,0.7,38.0,11.9,1.3,2.5,0.4,0.4,3.1,US,48.1
1.6,0.0,0.1,35,0.3,38.0,5.4,0.9,1.1,0.2,0.3,1.7,US,32.7
1.4,0.0,0.1,35,0.3,38.0,5.2,0.9,1.0,0.2,0.2,1.6,US,35.0
3.0,0.0,0.2,35,0.2,38.0,6.2,1.2,1.6,0.4,0.6,2.0,US,26.700000000000006
8.0,0.0,1.7,24,1.1,48.0,30.7,3.2,11.9,0.8,2.0,7.4,EU,53.0
9.4,0.0,2.4,25,1.6,48.0,35.8,3.7,14.6,1.0,2.0,9.3,EU,58.1
8.4,0.0,2.5,26,1.7,48.0,31.9,3.3,11.7,0.9,1.8,7.0,EU,52.90000000000001
11.2,0.0,3.1,27,1.9,48.0,36.5,3.1,14.6,1.0,1.9,8.9,EU,48.3
10.7,0.0,4.0,28,1.7,48.0,35.0,3.2,14.1,1.0,2.0,7.8,EU,49.4
11.9,0.0,3.6,29,1.3,48.0,33.4,2.5,14.6,1.0,1.9,7.2,EU,47.4
13.0,0.0,3.8,30,1.6,48.0,33.2,2.6,17.4,0.9,2.2,7.8,EU,49.6
13.5,0.0,3.8,31,1.3,48.0,34.4,2.7,16.6,1.0,2.3,7.0,EU,46.5
12.1,1.4,4.6,32,1.3,48.0,34.2,2.3,19.5,0.9,2.2,6.3,EU,50.3
9.8,1.5,4.2,33,1.4,48.0,33.0,2.5,17.2,0.7,2.7,8.1,EU,47.3
12.9,0.0,2.7,21,2.1,3.0,36.7,2.4,17.6,0.5,2.7,8.9,EU,51.8
13.5,0.0,2.8,22,1.8,3.0,36.0,2.7,19.0,0.4,2.6,8.8,EU,51.0
13.3,0.1,2.5,23,1.7,3.0,31.5,2.4,17.7,0.6,2.4,7.7,EU,48.4
12.3,0.0,2.4,24,1.7,3.0,32.0,2.6,17.8,0.7,2.4,7.3,EU,51.4
14.8,0.0,4.6,25,1.9,3.0,39.2,2.3,20.4,0.6,2.9,8.9,EU,50.4
14.4,0.1,3.4,26,2.1,3.0,36.2,2.3,20.8,0.5,2.7,9.8,EU,54.0
13.2,0.1,3.2,27,1.5,3.0,35.6,2.1,18.9,0.5,1.9,8.4,EU,53.6
13.9,0.1,3.0,27,1.4,3.0,36.7,2.2,18.9,0.4,2.1,8.8,EU,50.4
12.3,0.0,3.5,27,1.6,3.0,34.0,2.0,18.8,0.5,1.6,7.8,EU,58.9
12.9,0.0,3.5,28,1.0,3.0,37.0,2.1,18.9,0.6,1.9,9.6,EU,56.7
12.9,0.0,3.4,29,1.7,3.0,37.0,2.3,18.3,0.6,2.2,11.3,EU,53.6
13.6,0.0,3.3,30,1.6,3.0,37.0,2.5,18.8,0.6,1.7,10.2,EU,53.0
13.7,0.1,3.6,31,1.4,3.0,37.4,2.0,17.4,0.6,2.2,10.4,EU,50.4
11.2,0.2,4.1,32,1.2,3.0,33.8,1.9,13.7,0.5,2.1,8.6,EU,47.3
14.5,0.1,3.4,33,1.5,3.0,31.4,2.1,17.4,0.5,2.4,9.7,EU,48.2
14.4,0.2,2.7,34,1.9,3.0,34.4,1.9,18.5,0.3,2.0,11.8,EU,50.0
12.9,0.3,4.1,35,2.0,3.0,31.8,2.1,16.5,0.6,2.3,11.0,EU,48.1
7.8,0.9,2.3,36,1.1,3.0,25.4,1.7,12.4,0.4,1.3,7.8,EU,54.79999999999999
6.6,0.6,3.1,37,1.0,3.0,23.5,1.6,10.1,0.3,1.4,8.0,EU,49.20000000000001
3.7,0.0,0.3,24,0.7,16.0,11.3,1.9,5.7,0.6,0.8,3.4,US,56.8
6.5,0.0,0.6,25,0.8,16.0,17.8,2.8,9.3,0.6,1.5,4.6,US,53.90000000000001
5.6,0.0,0.5,26,0.8,16.0,15.8,2.7,8.2,0.5,1.0,4.8,US,58.8
8.8,0.0,0.9,27,0.9,16.0,25.3,3.2,13.7,0.7,2.0,7.6,US,63.3
8.0,0.0,0.6,28,0.6,16.0,20.1,3.1,11.1,0.5,1.3,5.9,US,57.49999999999999
6.5,0.0,0.6,28,0.6,16.0,18.3,2.9,9.1,0.4,1.3,5.1,US,55.50000000000001
10.8,0.0,0.7,28,0.5,16.0,23.5,3.4,15.2,0.7,1.5,7.3,US,59.8
13.1,0.0,0.6,29,0.7,16.0,27.3,2.9,19.0,0.8,2.6,7.9,US,52.6
13.0,0.0,0.6,29,0.7,16.0,27.1,2.8,19.1,0.8,2.6,7.9,US,53.40000000000001
14.3,0.0,1.0,29,0.0,16.0,30.7,4.3,17.0,1.3,2.0,7.3,US,41.9
9.5,0.0,0.9,30,0.5,16.0,23.8,2.7,11.5,0.9,1.7,5.9,US,45.6
5.4,0.0,0.7,31,0.2,16.0,16.1,2.5,5.7,0.7,1.3,3.7,US,44.3
5.3,0.0,0.7,31,0.2,16.0,15.6,2.2,4.7,0.4,1.6,3.6,US,37.1
5.4,0.0,0.7,31,0.2,16.0,16.5,2.6,6.3,0.8,1.1,3.8,US,48.5
8.6,0.2,0.8,32,0.3,16.0,21.3,2.9,11.9,1.0,2.0,5.9,US,46.6
9.8,0.2,0.9,32,0.2,16.0,23.1,3.2,13.3,1.1,2.3,6.6,US,46.2
7.3,0.3,0.8,32,0.3,16.0,19.3,2.6,10.4,0.9,1.6,5.1,US,47.2
8.7,0.4,0.8,33,0.4,16.0,22.6,2.5,11.4,0.7,1.6,5.3,US,46.8
5.3,0.0,0.5,34,0.2,16.0,15.0,2.0,6.4,0.3,1.1,3.8,US,44.9
4.0,0.0,0.5,22,0.4,55.0,14.3,2.3,5.2,0.3,1.1,3.5,US,47.6
0.5,0.0,0.0,24,0.0,55.0,4.5,1.0,0.5,0.0,0.0,0.5,US,0.0
4.3,0.0,0.6,25,0.5,55.0,14.9,2.4,5.9,0.6,1.1,3.1,US,55.2
6.3,0.0,0.6,26,0.9,55.0,21.6,2.9,9.0,0.7,1.4,5.3,US,53.2
9.7,0.0,1.6,27,0.8,55.0,27.1,3.3,12.7,0.7,1.7,7.1,US,52.90000000000001
5.1,0.0,0.9,28,0.7,55.0,19.7,3.2,6.8,0.6,0.9,4.7,US,52.90000000000001
5.8,0.0,1.2,29,0.6,55.0,21.4,3.0,7.7,0.8,1.0,4.6,US,52.40000000000001
4.7,0.0,0.8,30,0.7,55.0,19.5,3.0,6.0,0.3,1.0,3.6,US,47.0
7.6,0.0,0.6,31,0.4,55.0,22.8,3.0,9.2,0.4,1.6,4.6,US,47.9
2.9,0.0,0.3,23,0.4,42.0,11.5,2.6,4.5,0.3,0.8,2.5,US,52.40000000000001
4.8,0.0,0.4,24,0.4,42.0,16.7,2.8,7.2,0.5,0.8,4.2,US,57.49999999999999
6.4,0.1,0.7,25,0.7,42.0,23.1,3.3,8.3,0.6,1.5,5.6,US,54.0
8.5,0.0,0.8,26,0.8,42.0,30.5,3.8,11.2,0.6,1.8,8.4,US,53.79999999999999
6.7,0.1,0.8,27,0.6,42.0,21.3,3.1,8.9,0.4,1.4,5.3,US,49.70000000000001
8.9,0.0,1.0,28,1.1,42.0,23.6,2.4,11.3,0.9,1.4,6.7,US,50.6
11.0,0.0,1.2,29,0.8,42.0,30.8,3.1,13.5,0.8,2.0,7.2,US,48.0
9.0,0.0,0.6,30,0.3,42.0,21.6,3.0,9.7,0.4,1.4,6.0,US,44.1
6.3,0.0,0.4,31,0.2,42.0,15.5,2.1,6.1,0.3,0.7,4.0,US,39.3
2.0,0.0,0.0,32,0.5,42.0,9.0,0.5,0.8,0.0,0.5,1.5,US,12.5
0.8,0.0,0.1,23,0.2,,3.5,1.2,1.0,0.1,0.2,1.0,US,31.6
13.1,0.0,1.3,23,0.5,2.0,32.9,2.6,14.8,1.1,2.2,7.9,US,47.5
12.6,0.0,0.7,24,0.4,2.0,28.6,2.4,15.9,0.7,1.9,7.3,US,50.3
12.3,0.0,1.3,25,0.7,2.0,31.9,2.8,16.7,0.9,2.4,7.9,US,51.5
7.6,0.0,0.5,25,0.3,2.0,16.7,1.8,8.9,0.4,1.1,4.4,US,43.0
13.6,0.0,1.5,25,0.8,2.0,36.0,3.1,18.8,1.1,2.8,8.8,US,52.7
13.3,0.0,1.4,26,0.7,2.0,35.3,2.5,16.6,0.9,2.3,8.0,US,48.7
15.2,0.0,1.1,26,0.8,2.0,38.0,2.6,19.8,1.4,2.6,9.4,US,51.3
12.4,0.0,1.6,26,0.6,2.0,33.9,2.4,15.0,0.7,2.2,7.3,US,47.0
12.3,0.0,1.5,27,1.0,2.0,34.2,2.2,16.9,0.6,2.0,8.1,US,51.1
9.7,0.0,1.5,28,0.7,2.0,21.8,1.5,12.4,0.5,2.0,5.9,US,46.40000000000001
8.3,0.0,0.8,29,0.7,2.0,24.0,1.6,11.8,0.5,1.3,6.1,US,51.0
11.0,0.0,1.2,30,1.1,2.0,30.1,2.1,14.8,0.8,1.9,7.5,US,50.3
15.6,0.0,1.8,31,0.7,2.0,36.6,2.3,18.3,0.9,2.3,9.1,US,47.4
6.5,0.0,0.7,32,0.5,2.0,25.6,2.6,8.6,0.8,1.3,6.2,US,47.1
8.2,0.0,1.3,33,0.5,2.0,25.8,2.2,11.2,0.8,1.8,5.4,US,48.4
6.5,0.0,0.6,34,0.4,2.0,19.6,1.4,8.3,0.6,1.1,3.7,US,45.3
6.1,0.0,0.8,35,0.3,2.0,15.6,1.7,6.7,0.2,1.1,4.2,US,43.6
2.3,0.0,0.2,25,0.8,,9.7,1.2,2.2,0.2,0.3,2.2,US,42.4
0.4,0.0,0.3,25,0.1,,3.5,1.0,0.3,0.1,0.4,1.4,US,33.300000000000004
3.1,0.0,0.2,25,1.1,,12.4,1.3,3.0,0.2,0.2,2.6,US,42.9
1.3,0.0,0.1,25,0.0,58.0,6.2,1.5,1.3,0.0,0.7,0.6,EU,47.1
12.3,0.0,1.3,21,1.8,7.0,28.2,2.3,13.2,1.0,2.3,7.5,US,42.3
4.2,0.0,0.6,22,0.8,7.0,11.6,1.1,5.2,0.3,0.9,2.9,US,44.1
5.3,0.0,0.8,23,1.5,7.0,15.7,1.5,7.5,0.4,1.6,4.8,US,50.0
5.6,0.0,1.1,24,0.9,7.0,20.2,2.0,7.6,0.5,1.5,5.3,US,51.3
10.1,0.0,2.0,25,1.1,7.0,29.9,1.7,12.8,0.5,1.7,7.8,US,46.5
11.7,0.0,1.6,26,0.9,7.0,31.2,2.0,16.5,0.7,1.7,8.2,US,51.7
13.2,0.0,1.4,27,1.0,7.0,31.6,2.2,16.4,0.7,1.8,8.8,US,45.7
13.9,0.0,1.7,28,1.5,7.0,36.6,2.2,16.9,0.8,2.2,10.0,US,44.8
13.9,0.0,1.6,28,1.0,7.0,35.1,2.3,16.9,0.8,2.4,9.4,US,45.4
13.9,0.0,1.8,28,1.8,7.0,37.6,2.1,16.9,0.8,2.0,10.5,US,44.5
14.1,0.0,1.7,29,1.3,7.0,33.4,1.7,17.2,0.6,1.6,9.4,US,47.7
12.2,0.0,1.6,30,1.3,7.0,32.8,1.7,13.7,0.5,1.2,8.5,US,45.9
9.9,0.0,1.2,31,0.7,7.0,27.5,1.2,10.6,0.5,1.1,7.3,US,44.3
9.2,0.0,1.1,31,1.1,7.0,26.4,1.4,9.1,0.5,1.0,6.7,US,38.6
10.4,0.0,1.2,31,0.4,7.0,28.1,1.2,11.4,0.5,1.1,7.6,US,47.4
5.6,0.0,0.9,32,0.5,7.0,14.3,1.1,5.8,0.3,0.6,3.4,US,45.5
2.4,0.0,0.2,33,0.3,7.0,7.4,0.8,2.7,0.0,0.3,2.5,US,50.6
3.6,0.0,0.4,34,0.6,7.0,10.7,0.8,3.0,0.4,0.4,2.6,US,35.0
3.8,0.0,0.5,34,0.6,7.0,12.1,1.0,3.5,0.6,0.5,2.8,US,39.2
3.0,0.0,0.0,34,0.4,7.0,6.8,0.4,1.6,0.0,0.3,1.9,US,20.8
1.6,0.0,0.2,21,0.9,27.0,9.6,1.3,2.3,0.2,0.7,3.4,EU,48.6
5.2,0.0,1.3,22,2.3,27.0,26.3,2.1,8.4,0.8,1.4,9.5,EU,60.4
5.8,0.0,1.5,23,2.2,27.0,31.7,2.7,9.1,0.7,1.9,11.0,EU,55.89999999999999
7.7,0.0,1.2,24,2.6,27.0,33.9,3.0,14.0,0.6,1.8,12.8,EU,66.1
7.9,0.0,1.4,25,2.3,27.0,32.4,2.7,13.5,0.8,1.9,10.7,EU,62.2
1.1,0.0,0.0,23,0.4,,2.0,0.5,1.3,0.1,0.0,0.2,US,41.7
2.8,0.0,0.3,23,0.2,57.0,6.8,0.7,3.0,0.2,0.3,2.7,EU,47.1
3.0,0.0,0.2,24,0.8,57.0,12.6,1.8,3.8,0.3,0.4,4.5,EU,56.99999999999999
2.8,0.0,0.2,25,0.9,57.0,13.4,1.7,3.6,0.2,0.6,4.2,EU,53.29999999999999
7.5,0.0,0.9,26,1.1,57.0,25.4,2.4,10.2,0.5,1.0,7.9,EU,56.10000000000001
3.2,0.0,0.7,26,0.8,57.0,15.8,2.1,4.0,0.3,0.7,4.7,EU,54.29999999999999
9.4,0.0,1.0,26,1.3,57.0,29.7,2.5,13.0,0.5,1.2,9.3,EU,56.39999999999999
11.6,0.0,0.9,27,1.5,57.0,32.0,2.2,15.4,0.7,1.4,10.0,EU,55.50000000000001
9.2,0.0,1.2,28,1.6,57.0,30.8,2.1,11.1,0.7,1.6,8.5,EU,52.1
10.4,0.0,1.7,29,1.5,57.0,32.8,2.5,13.2,0.5,1.6,9.5,EU,54.2
9.4,0.0,1.2,30,1.3,57.0,29.9,2.3,12.2,0.6,1.2,8.7,EU,56.60000000000001
10.2,0.0,1.4,31,1.3,57.0,30.1,2.6,13.5,0.6,1.6,9.9,EU,56.7
8.2,0.0,1.5,32,0.7,57.0,31.2,2.6,10.8,0.5,1.5,10.4,EU,57.9
6.8,0.0,1.8,33,0.7,57.0,25.3,2.1,8.4,0.5,1.2,7.6,EU,51.8
1.6,0.3,0.3,30,0.3,76.0,6.5,1.3,3.0,0.1,0.4,1.9,US,59.5
6.2,0.0,1.1,22,0.7,10.0,22.6,2.7,7.7,0.6,1.1,5.5,US,50.1
