,2P,2P%,2PA,3P,3PA,AST,Age,BLK,Country or State,DRB,Draft Placing,FG,FG%,FGA,FT,FTA,G,GS,Height,MP,ORB,PF,PTS,STL,Season,TOV,TRB,Tm,US or EU,Weight,Year in League,eFG%
3632,0.8,38.800000000000004,2.2,0.0,0.1,0.4,26,0.2,georgia,0.6,45.0,0.8,0.371,2.3,0.4,0.6,31,0.0,2.1082,5.4,0.4,0.8,2.1,0.1,2003-04,0.2,1.0,SAC,US,113.39822735890993,6.0,37.1
3633,1.4,41.8,3.2,0.0,0.0,0.8,27,0.3,georgia,1.8,45.0,1.4,0.419,3.3,0.9,1.2,45,2.0,2.1082,14.4,0.6,2.3,3.7,0.6,2004-05,0.9,2.5,NJN,US,113.39822735890993,7.0,42.199999999999996
3634,1.8,46.300000000000004,3.9,0.1,0.2,0.3,21,0.7,colorado,2.0,20.0,1.9,0.455,4.1,0.7,1.1,76,1.0,2.1336,14.6,1.0,1.9,4.5,0.3,2007-08,0.6,3.0,PHI,US,111.13026281173174,1.0,46.1
3635,1.2,44.800000000000004,2.6,0.2,0.5,0.6,23,0.5,colorado,1.4,20.0,1.3,0.431,3.1,0.5,0.8,56,2.0,2.1336,11.8,1.0,2.0,3.4,0.4,2009-10,0.6,2.4,PHI,US,111.13026281173174,3.0,46.0
3636,1.8,44.6,4.0,0.0,0.0,0.5,24,0.4,colorado,2.0,20.0,1.8,0.443,4.0,0.8,0.9,77,6.0,2.1336,14.3,1.2,1.9,4.3,0.3,2010-11,0.7,3.1,NOH,US,111.13026281173174,4.0,44.3
3637,4.5,53.1,8.5,0.0,0.2,0.9,25,1.0,colorado,3.1,20.0,4.5,0.52,8.7,0.8,1.2,40,29.0,2.1336,23.7,1.8,2.6,9.9,0.5,2011-12,1.0,4.9,NOH,US,111.13026281173174,5.0,52.2
3638,3.3,49.6,6.6,0.0,0.1,0.7,26,0.9,colorado,2.4,20.0,3.3,0.49,6.7,1.7,2.0,51,0.0,2.1336,17.2,1.3,2.4,8.2,0.3,2012-13,1.1,3.6,NOH,US,111.13026281173174,6.0,49.0
3639,4.2,46.5,9.1,0.0,0.0,0.9,27,0.9,colorado,4.2,20.0,4.2,0.465,9.1,1.3,1.6,31,27.0,2.1336,26.8,1.6,3.2,9.7,0.4,2013-14,0.9,5.8,NOP,US,111.13026281173174,7.0,46.5
3640,3.0,44.0,6.7,0.2,0.5,1.7,28,0.5,colorado,2.8,20.0,3.1,0.434,7.2,1.5,1.9,82,31.0,2.1336,21.8,1.2,2.5,8.0,0.4,2014-15,1.3,4.0,NYK,US,111.13026281173174,8.0,44.7
3641,3.2,49.3,6.4,0.1,0.2,0.8,29,0.9,colorado,2.2,20.0,3.2,0.485,6.6,0.7,0.9,76,2.0,2.1336,15.5,0.7,2.1,7.2,0.4,2015-16,0.8,2.9,ORL,US,111.13026281173174,9.0,48.9
3642,1.9,54.6,3.4,0.5,1.1,0.5,30,0.7,colorado,2.6,20.0,2.4,0.529,4.4,0.5,0.7,74,3.0,2.1336,14.4,0.9,2.3,5.7,0.3,2016-17,0.8,3.5,WAS,US,111.13026281173174,10.0,58.5
3643,1.2,49.4,2.5,0.1,1.0,0.4,31,0.4,colorado,1.1,20.0,1.4,0.391,3.5,0.6,0.6,33,2.0,2.1336,8.6,0.5,1.3,3.4,0.1,2017-18,0.5,1.6,WAS,US,111.13026281173174,11.0,40.9
3644,3.7,51.2,7.2,0.0,0.0,1.1,23,0.8,mississippi,6.8,24.0,3.7,0.512,7.2,2.2,3.7,82,,2.032,31.4,5.3,3.9,9.6,0.9,1980-81,1.8,12.1,GSW,US,97.52247552866255,1.0,51.2
3645,3.0,53.5,5.6,0.0,0.0,1.1,24,0.7,mississippi,7.2,24.0,3.0,0.534,5.6,1.2,2.1,74,55.0,2.032,29.9,3.8,3.9,7.1,0.9,1981-82,1.4,11.0,GSW,US,97.52247552866255,2.0,53.400000000000006
3646,3.7,58.8,6.2,0.0,0.0,0.9,25,0.4,mississippi,5.6,24.0,3.7,0.588,6.2,1.1,2.0,49,41.0,2.032,29.2,4.3,3.8,8.4,0.7,1982-83,1.7,9.9,GSW,US,97.52247552866255,3.0,58.8
3647,3.3,56.00000000000001,5.8,0.0,0.0,1.0,26,0.3,mississippi,5.2,24.0,3.3,0.56,5.8,1.3,2.2,75,63.0,2.032,27.9,3.8,3.7,7.8,0.8,1983-84,1.7,9.0,GSW,US,97.52247552866255,4.0,56.00000000000001
3648,4.6,53.0,8.6,0.0,0.0,1.2,27,0.7,mississippi,5.8,24.0,4.6,0.53,8.6,1.9,3.2,80,78.0,2.032,31.2,5.1,3.6,11.1,1.0,1984-85,2.0,10.9,GSW,US,97.52247552866255,5.0,53.0
3649,4.1,53.7,7.6,0.0,0.0,1.2,28,0.6,mississippi,6.1,24.0,4.1,0.536,7.6,1.5,2.9,77,74.0,2.032,31.7,5.0,3.7,9.6,0.8,1985-86,1.8,11.1,GSW,US,97.52247552866255,6.0,53.6
3650,3.7,54.7,6.8,0.0,0.0,1.2,29,0.7,mississippi,6.9,24.0,3.7,0.546,6.8,1.4,2.5,80,78.0,2.032,29.7,4.6,3.7,8.8,0.9,1986-87,1.7,11.5,GSW,US,97.52247552866255,7.0,54.6
3651,2.9,47.5,6.1,0.0,0.1,1.3,30,0.6,mississippi,5.2,24.0,2.9,0.472,6.2,0.6,1.4,20,10.0,2.032,25.0,4.0,3.2,6.4,0.6,1987-88,1.8,9.1,GSW,US,97.52247552866255,8.0,47.199999999999996
3652,2.7,55.2,5.0,0.0,0.0,1.5,31,0.7,mississippi,4.8,24.0,2.7,0.552,5.0,0.2,0.7,80,78.0,2.032,23.7,3.4,3.1,5.7,0.8,1988-89,1.4,8.2,GSW,US,97.52247552866255,9.0,55.2
3653,1.4,47.9,2.9,0.0,0.0,0.9,32,0.4,mississippi,3.7,24.0,1.4,0.474,2.9,0.3,0.7,74,0.0,2.032,17.6,2.4,2.7,3.0,0.8,1989-90,0.9,6.1,HOU,US,97.52247552866255,10.0,47.4
3654,1.6,48.699999999999996,3.2,0.0,0.0,1.1,33,0.3,mississippi,5.0,24.0,1.6,0.487,3.2,0.1,0.6,81,28.0,2.032,23.7,3.7,3.3,3.3,1.0,1990-91,1.1,8.8,HOU,US,97.52247552866255,11.0,48.699999999999996
3655,1.1,54.89999999999999,2.0,0.0,0.0,0.7,34,0.2,mississippi,3.3,24.0,1.1,0.5429999999999999,2.0,0.1,0.2,45,7.0,2.032,17.8,2.4,2.7,2.3,0.5,1991-92,1.0,5.7,HOU,US,97.52247552866255,12.0,54.29999999999999
3656,0.6,43.70000000000001,1.3,0.0,0.0,0.4,35,0.2,mississippi,2.5,24.0,0.6,0.4370000000000001,1.3,0.1,0.3,66,13.0,2.032,12.6,1.6,2.0,1.3,0.3,1992-93,0.6,4.1,SAS,US,97.52247552866255,13.0,43.70000000000001
3657,0.7,38.5,1.9,0.0,0.0,0.2,21,0.1,illinois,1.5,29.0,0.7,0.385,1.9,0.8,1.2,14,0.0,2.0828,7.1,0.7,0.9,2.2,0.4,2001-02,0.2,2.2,ATL,US,106.59433371737532,1.0,38.5
3658,1.0,50.0,2.0,0.0,0.0,0.0,23,0.0,illinois,1.0,29.0,1.0,0.5,2.0,0.0,0.0,1,0.0,2.0828,4.0,1.0,1.0,2.0,0.0,2003-04,0.0,2.0,SEA,US,106.59433371737532,3.0,50.0
3659,0.4,38.5,1.1,0.0,0.0,0.0,22,0.0,california,0.3,31.0,0.4,0.37,1.2,0.1,0.6,23,0.0,2.0828,3.0,0.7,0.7,1.0,0.2,1992-93,0.2,0.9,POR,US,108.86229826455354,1.0,37.0
3660,0.7,40.300000000000004,1.7,0.0,0.0,0.1,23,0.1,california,1.4,31.0,0.7,0.403,1.7,0.4,0.9,43,9.0,2.0828,7.3,0.9,1.1,1.8,0.3,1993-94,0.3,2.3,POR,US,108.86229826455354,2.0,40.300000000000004
3661,4.7,51.800000000000004,9.1,0.0,0.0,0.9,22,1.8,netherlands,3.8,2.0,4.7,0.517,9.1,2.2,3.1,82,71.0,2.2352,24.9,2.3,3.8,11.7,0.5,1988-89,1.6,6.1,IND,EU,113.39822735890993,1.0,51.7
3662,6.3,53.29999999999999,11.8,0.0,0.0,1.7,23,2.1,netherlands,4.6,2.0,6.3,0.5329999999999999,11.8,2.9,3.6,82,82.0,2.2352,29.3,1.6,4.0,15.5,0.5,1989-90,1.7,6.2,IND,EU,113.39822735890993,2.0,53.29999999999999
3663,4.5,48.5,9.3,0.0,0.0,1.1,24,1.5,netherlands,3.2,2.0,4.5,0.485,9.3,1.9,2.5,76,38.0,2.2352,22.2,1.5,3.2,10.9,0.3,1990-91,1.1,4.7,IND,EU,113.39822735890993,3.0,48.5
3664,5.9,51.1,11.5,0.0,0.0,1.6,25,1.4,netherlands,4.0,2.0,5.9,0.51,11.6,2.1,2.6,74,55.0,2.2352,23.9,1.7,3.1,13.8,0.4,1991-92,1.8,5.6,IND,EU,113.39822735890993,4.0,51.0
3665,6.1,48.6,12.6,0.0,0.0,1.5,26,0.9,netherlands,3.8,2.0,6.1,0.486,12.6,2.1,2.8,81,81.0,2.2352,25.6,1.6,3.5,14.3,0.3,1992-93,1.8,5.3,IND,EU,113.39822735890993,5.0,48.6
3666,6.3,53.5,11.8,0.0,0.0,2.0,27,1.1,netherlands,4.5,2.0,6.3,0.534,11.8,3.1,3.8,78,75.0,2.2352,27.1,1.7,3.6,15.7,0.6,1993-94,1.9,6.2,IND,EU,113.39822735890993,6.0,53.400000000000006
3667,7.2,52.7,13.6,0.0,0.0,1.4,28,1.0,netherlands,5.2,2.0,7.2,0.526,13.6,3.6,4.8,78,78.0,2.2352,30.5,2.5,3.6,17.9,0.5,1994-95,2.4,7.7,IND,EU,113.39822735890993,7.0,52.6
3668,7.4,52.300000000000004,14.1,0.0,0.1,1.7,29,0.7,netherlands,5.0,2.0,7.4,0.521,14.2,3.7,4.7,63,63.0,2.2352,30.2,1.9,3.6,18.5,0.3,1995-96,2.5,6.9,IND,EU,113.39822735890993,8.0,52.2
3669,6.8,48.8,13.9,0.0,0.2,1.3,30,1.1,netherlands,4.9,2.0,6.8,0.486,14.1,3.3,4.2,52,52.0,2.2352,29.2,2.0,3.4,17.1,0.4,1996-97,2.4,6.9,IND,EU,113.39822735890993,9.0,48.699999999999996
3670,7.0,49.70000000000001,14.2,0.0,0.0,1.4,31,1.2,netherlands,5.2,2.0,7.0,0.495,14.2,2.6,3.3,73,69.0,2.2352,28.6,1.7,3.3,16.7,0.5,1997-98,1.8,6.9,IND,EU,113.39822735890993,10.0,49.5
3671,6.3,49.1,12.9,0.0,0.0,1.1,32,1.1,netherlands,4.1,2.0,6.3,0.49,12.9,2.2,2.7,49,49.0,2.2352,25.9,1.5,3.2,14.9,0.4,1998-99,1.5,5.6,IND,EU,113.39822735890993,11.0,49.0
3672,5.5,48.5,11.3,0.0,0.0,1.1,33,1.3,netherlands,3.9,2.0,5.5,0.484,11.3,2.0,2.7,79,79.0,2.2352,23.4,1.2,3.2,12.9,0.3,1999-00,1.4,5.1,IND,EU,113.39822735890993,12.0,48.4
3673,1.2,38.3,3.2,0.0,0.1,0.5,23,0.6,canada,1.7,25.0,1.2,0.377,3.2,0.4,0.8,38,5.0,2.1336,10.7,1.2,2.5,2.8,0.2,1985-86,0.8,2.9,CHI,US,113.39822735890993,1.0,37.7
3674,0.9,50.0,1.7,0.0,0.0,0.1,24,0.4,canada,0.7,25.0,0.9,0.5,1.7,0.5,0.7,35,3.0,2.1336,6.7,0.4,2.0,2.2,0.1,1986-87,0.5,1.1,LAL,US,113.39822735890993,2.0,50.0
3675,0.9,42.70000000000001,2.1,0.0,0.0,0.2,25,0.9,canada,1.2,25.0,0.9,0.4270000000000001,2.1,0.9,1.4,48,2.0,2.1336,8.8,0.6,2.2,2.8,0.1,1987-88,0.6,1.8,LAL,US,113.39822735890993,3.0,42.70000000000001
3676,1.7,47.099999999999994,3.6,0.0,0.0,0.3,26,1.3,canada,2.0,25.0,1.7,0.471,3.6,1.1,1.8,43,18.0,2.1336,14.5,1.0,2.4,4.5,0.3,1988-89,1.1,3.0,SAS,US,113.39822735890993,4.0,47.099999999999994
3677,0.8,41.699999999999996,1.8,0.0,0.0,0.1,27,0.8,canada,1.8,25.0,0.8,0.417,1.8,0.1,0.5,13,3.0,2.1336,8.2,0.8,1.4,1.6,0.3,1989-90,0.7,2.6,GSW,US,113.39822735890993,5.0,41.699999999999996
3678,0.6,33.300000000000004,1.8,0.0,0.0,0.3,28,0.2,canada,1.3,25.0,0.6,0.333,1.8,0.4,0.8,15,0.0,2.1336,6.3,0.5,1.8,1.6,0.2,1990-91,0.2,1.7,TOT,US,113.39822735890993,6.0,33.300000000000004
3679,1.2,54.50000000000001,2.2,0.0,0.0,0.2,28,0.0,canada,0.8,25.0,1.2,0.545,2.2,0.4,0.8,5,0.0,2.1336,5.0,0.6,1.8,2.8,0.4,1990-91,0.4,1.4,GSW,US,113.39822735890993,7.0,54.50000000000001
3680,0.3,18.8,1.6,0.0,0.0,0.3,28,0.3,canada,1.5,25.0,0.3,0.188,1.6,0.4,0.8,10,0.0,2.1336,7.0,0.4,1.8,1.0,0.1,1990-91,0.1,1.9,LAC,US,113.39822735890993,8.0,18.8
3681,3.2,50.6,6.3,0.0,0.1,0.4,21,0.7,florida,2.2,16.0,3.2,0.502,6.4,1.3,1.7,79,2.0,2.0828,16.0,1.6,2.3,7.7,0.3,2008-09,0.6,3.7,PHI,US,115.66619190608813,1.0,50.4
3682,3.4,48.3,7.1,0.0,0.1,0.6,22,0.5,florida,2.7,16.0,3.4,0.477,7.2,1.7,2.3,62,1.0,2.0828,16.4,1.4,2.5,8.6,0.5,2009-10,0.8,4.1,PHI,US,115.66619190608813,2.0,47.699999999999996
3683,2.2,49.8,4.5,0.0,0.1,0.5,23,0.3,florida,2.3,16.0,2.3,0.495,4.5,0.9,1.1,64,1.0,2.0828,11.5,1.0,1.9,5.4,0.1,2010-11,0.6,3.3,PHI,US,115.66619190608813,3.0,49.70000000000001
3684,3.7,45.6,8.1,0.0,0.1,0.8,24,0.5,florida,4.0,16.0,3.7,0.453,8.1,1.4,1.8,60,54.0,2.0828,22.4,2.2,2.5,8.8,0.4,2011-12,1.2,6.2,MEM,US,115.66619190608813,4.0,45.300000000000004
3685,3.3,44.800000000000004,7.3,0.0,0.1,0.6,25,0.7,florida,3.0,16.0,3.3,0.445,7.4,1.7,2.2,79,3.0,2.0828,16.5,1.8,2.2,8.3,0.3,2012-13,1.0,4.9,TOT,US,115.66619190608813,5.0,44.800000000000004
3686,2.6,43.0,6.1,0.1,0.1,0.5,25,0.7,florida,2.8,16.0,2.7,0.429,6.2,1.2,1.7,40,2.0,2.0828,14.5,1.9,2.2,6.6,0.3,2012-13,0.9,4.7,MEM,US,115.66619190608813,6.0,43.3
3687,3.9,46.1,8.5,0.0,0.1,0.7,25,0.7,florida,3.3,16.0,3.9,0.457,8.6,2.2,2.8,39,1.0,2.0828,18.5,1.8,2.3,10.2,0.4,2012-13,1.2,5.1,CLE,US,115.66619190608813,7.0,45.800000000000004
3688,2.4,45.5,5.2,0.1,0.4,0.4,26,0.4,florida,2.4,16.0,2.5,0.441,5.6,1.4,1.7,79,3.0,2.0828,12.4,1.3,1.9,6.4,0.1,2013-14,0.8,3.7,GSW,US,115.66619190608813,8.0,45.0
3689,4.1,49.8,8.3,0.1,0.2,0.9,27,0.4,florida,2.8,16.0,4.2,0.4920000000000001,8.5,2.0,2.3,76,9.0,2.0828,15.9,1.4,2.5,10.4,0.3,2014-15,1.1,4.3,GSW,US,115.66619190608813,9.0,49.6
3690,2.4,43.9,5.5,0.3,0.9,0.8,28,0.5,florida,2.3,16.0,2.7,0.4320000000000001,6.3,1.3,1.6,72,0.0,2.0828,11.6,1.1,1.6,7.1,0.3,2015-16,0.9,3.3,GSW,US,115.66619190608813,10.0,45.800000000000004
3691,1.7,52.0,3.3,1.3,3.4,0.8,29,0.5,florida,3.5,16.0,3.0,0.445,6.7,1.5,1.7,82,2.0,2.0828,15.7,1.1,2.8,8.7,0.3,2016-17,0.8,4.5,LAC,US,115.66619190608813,11.0,53.900000000000006
3692,1.0,44.800000000000004,2.2,1.7,4.5,0.8,30,0.4,florida,2.2,16.0,2.7,0.395,6.7,0.8,1.1,52,3.0,2.0828,13.0,0.4,2.1,7.7,0.2,2017-18,0.8,2.6,ORL,US,115.66619190608813,12.0,51.9
3693,1.0,53.7,1.9,0.0,0.0,0.2,23,0.4,georgia,1.0,25.0,1.0,0.537,1.9,0.4,0.7,44,4.0,2.1336,6.4,0.4,1.2,2.4,0.2,1992-93,0.6,1.4,LAC,US,122.47008554762272,1.0,53.7
3694,3.8,53.5,7.1,0.0,0.0,1.0,24,1.7,georgia,4.2,25.0,3.8,0.5329999999999999,7.1,1.3,2.1,76,63.0,2.1336,25.4,1.3,2.7,8.9,0.4,1993-94,2.2,5.5,LAC,US,122.47008554762272,2.0,53.29999999999999
3695,2.7,44.4,6.2,0.0,0.1,1.3,25,1.2,georgia,2.8,25.0,2.7,0.441,6.2,1.5,2.6,19,8.0,2.1336,19.4,0.6,3.3,6.9,0.7,1994-95,2.5,3.4,LAC,US,122.47008554762272,3.0,44.1
3696,0.3,38.5,0.8,0.0,0.0,0.1,26,0.1,georgia,0.6,25.0,0.3,0.385,0.8,0.2,0.4,17,0.0,2.1336,3.4,0.2,0.7,0.8,0.0,1995-96,0.4,0.8,TOT,US,122.47008554762272,4.0,38.5
3697,0.0,0.0,0.2,0.0,0.0,0.0,26,0.0,georgia,0.5,25.0,0.0,0.0,0.2,0.0,0.0,6,0.0,2.1336,3.5,0.2,1.3,0.0,0.0,1995-96,0.5,0.7,DEN,US,122.47008554762272,5.0,0.0
3698,0.5,41.699999999999996,1.1,0.0,0.0,0.1,26,0.2,georgia,0.6,25.0,0.5,0.417,1.1,0.4,0.5,11,0.0,2.1336,3.4,0.2,0.4,1.3,0.0,1995-96,0.3,0.8,POR,US,122.47008554762272,6.0,41.699999999999996
3699,0.0,0.0,1.0,0.0,0.0,0.0,27,0.0,georgia,0.0,25.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2.1336,5.0,0.0,0.0,0.0,1.0,1996-97,1.0,0.0,SEA,US,122.47008554762272,7.0,0.0
3700,2.4,51.300000000000004,4.7,0.0,0.0,0.3,23,1.5,kentucky,4.6,6.0,2.4,0.512,4.7,2.2,3.1,81,46.0,2.1336,25.9,3.4,4.2,7.1,0.6,1990-91,1.0,7.9,MIN,US,120.20212100044455,1.0,51.2
3701,2.3,42.6,5.4,0.0,0.0,0.9,24,1.3,kentucky,4.4,6.0,2.3,0.426,5.4,2.0,2.9,61,54.0,2.1336,24.3,2.7,4.0,6.6,0.4,1991-92,1.1,7.1,MIN,US,120.20212100044455,2.0,42.6
3702,1.5,46.5,3.2,0.0,0.0,0.2,25,0.9,kentucky,2.7,6.0,1.5,0.465,3.2,1.2,1.8,71,48.0,2.1336,18.3,1.9,3.4,4.1,0.3,1992-93,1.0,4.6,MIN,US,120.20212100044455,3.0,46.5
3703,3.2,50.5,6.4,0.0,0.0,0.5,26,0.8,kentucky,5.4,6.0,3.2,0.505,6.4,2.1,3.4,79,79.0,2.1336,28.0,3.0,3.8,8.6,0.5,1993-94,1.6,8.3,UTA,US,120.20212100044455,4.0,50.5
3704,3.1,48.8,6.3,0.0,0.0,0.5,27,0.9,kentucky,5.0,6.0,3.1,0.488,6.3,3.1,4.0,34,34.0,2.1336,26.6,2.6,3.9,9.3,0.4,1994-95,2.0,7.6,UTA,US,120.20212100044455,5.0,48.8
3705,2.1,52.0,4.0,0.0,0.0,0.2,28,0.8,kentucky,2.9,6.0,2.1,0.52,4.0,1.5,2.1,71,70.0,2.1336,17.8,1.4,3.4,5.6,0.3,1995-96,1.1,4.3,UTA,US,120.20212100044455,6.0,52.0
3706,1.9,48.9,3.9,0.0,0.0,0.3,29,0.7,kentucky,3.5,6.0,1.9,0.489,3.9,1.3,2.2,73,65.0,2.1336,21.3,2.2,3.8,5.1,0.5,1996-97,1.2,5.7,TOT,US,120.20212100044455,7.0,48.9
3707,2.0,100.0,2.0,0.0,0.0,1.0,29,0.0,kentucky,1.0,6.0,2.0,1.0,2.0,0.0,0.0,1,1.0,2.1336,19.0,5.0,2.0,4.0,0.0,1996-97,1.0,6.0,ORL,US,120.20212100044455,8.0,100.0
3708,1.9,48.6,3.9,0.0,0.0,0.3,29,0.7,kentucky,3.6,6.0,1.9,0.486,3.9,1.3,2.2,72,64.0,2.1336,21.4,2.1,3.8,5.1,0.5,1996-97,1.2,5.7,GSW,US,120.20212100044455,9.0,48.6
3709,0.9,45.7,1.9,0.0,0.0,0.3,30,0.5,kentucky,2.0,6.0,0.9,0.457,1.9,0.6,1.2,68,0.0,2.1336,12.0,1.4,2.6,2.4,0.3,1997-98,0.7,3.3,GSW,US,120.20212100044455,10.0,45.7
3710,0.6,45.5,1.3,0.0,0.0,0.0,31,0.4,kentucky,1.1,6.0,0.6,0.455,1.3,0.5,1.0,26,0.0,2.1336,6.1,0.7,1.6,1.6,0.2,1998-99,0.3,1.8,GSW,US,120.20212100044455,11.0,45.5
3711,0.6,45.5,1.3,0.0,0.0,0.1,32,0.3,kentucky,0.9,6.0,0.6,0.455,1.3,0.8,1.2,26,0.0,2.1336,5.7,0.6,1.2,1.9,0.2,1999-00,0.3,1.5,SAS,US,120.20212100044455,12.0,45.5
3712,0.7,60.0,1.1,0.0,0.0,0.1,33,0.1,kentucky,1.1,6.0,0.7,0.6,1.1,0.8,1.4,18,0.0,2.1336,6.3,0.9,1.3,2.2,0.1,2000-01,0.6,1.9,NYK,US,120.20212100044455,13.0,60.0
3713,0.2,23.1,0.8,0.0,0.0,0.1,34,0.3,kentucky,1.1,6.0,0.2,0.231,0.8,0.5,1.0,32,8.0,2.1336,7.8,0.5,2.3,0.9,0.2,2001-02,0.4,1.6,NYK,US,120.20212100044455,14.0,23.1
3714,2.3,43.4,5.3,0.0,0.1,0.5,22,1.0,georgia,2.1,27.0,2.3,0.424,5.4,0.9,1.7,23,6.0,2.1336,13.6,1.2,2.5,5.5,0.4,1998-99,1.4,3.3,SEA,US,107.04792662681099,1.0,42.4
3715,1.0,39.7,2.4,0.0,0.2,0.1,23,0.4,georgia,0.9,27.0,1.0,0.3670000000000001,2.6,0.6,1.2,30,1.0,2.1336,6.7,0.7,1.5,2.5,0.3,1999-00,0.7,1.6,SEA,US,107.04792662681099,2.0,36.70000000000001
3716,0.9,32.1,2.9,0.0,0.1,0.6,24,0.4,georgia,2.6,27.0,1.0,0.318,3.0,0.9,1.2,29,0.0,2.1336,9.7,1.2,1.6,2.8,0.3,2000-01,0.7,3.8,NJN,US,107.04792662681099,3.0,32.4
3717,1.7,47.0,3.7,0.0,0.0,0.2,25,0.7,georgia,2.5,27.0,1.7,0.47,3.7,0.7,1.6,67,4.0,2.1336,13.2,1.5,1.5,4.3,0.4,2001-02,0.8,4.0,MIA,US,107.04792662681099,4.0,47.199999999999996
3718,2.3,43.3,5.4,0.0,0.0,0.3,26,0.5,georgia,4.3,27.0,2.3,0.433,5.4,0.9,1.7,79,6.0,2.1336,20.2,2.7,2.1,5.6,0.6,2002-03,0.9,7.0,MIA,US,107.04792662681099,5.0,43.3
3719,1.0,41.699999999999996,2.5,0.0,0.0,0.5,27,0.4,georgia,1.8,27.0,1.0,0.417,2.5,0.5,0.9,42,2.0,2.1336,10.8,1.2,1.5,2.6,0.3,2003-04,0.5,3.0,POR,US,107.04792662681099,6.0,41.699999999999996
3720,1.9,48.0,4.0,0.0,0.0,0.8,22,2.4,france,4.2,,1.9,0.48,4.0,0.8,1.8,81,37.0,2.0828,21.7,2.4,3.1,4.6,0.4,1997-98,1.0,6.6,SAC,EU,104.32636917019714,1.0,48.0
3721,0.5,41.5,1.3,0.0,0.0,0.1,23,0.7,france,1.3,,0.5,0.415,1.3,0.4,0.6,42,2.0,2.0828,9.4,1.0,1.8,1.5,0.1,1998-99,0.3,2.4,TOR,EU,104.32636917019714,2.0,41.5
3722,0.5,37.7,1.3,0.0,0.0,0.1,24,0.5,france,1.5,,0.5,0.377,1.3,0.4,0.8,42,1.0,2.0828,9.3,0.8,1.9,1.4,0.1,1999-00,0.4,2.2,TOR,EU,104.32636917019714,3.0,37.7
3723,0.4,32.4,1.3,0.0,0.0,0.1,25,0.1,france,0.5,,0.4,0.324,1.3,0.4,0.7,26,0.0,2.0828,4.7,0.6,0.7,1.3,0.2,2000-01,0.2,1.1,TOR,EU,104.32636917019714,4.0,32.4
3724,0.7,34.8,2.1,0.0,0.0,0.3,26,0.3,france,1.2,,0.7,0.348,2.1,0.5,1.0,11,0.0,2.0828,8.5,1.1,2.0,2.0,0.4,2001-02,0.4,2.3,TOR,EU,104.32636917019714,5.0,34.8
3725,0.3,37.8,0.8,0.0,0.0,0.1,27,0.3,france,0.8,,0.3,0.378,0.8,0.2,0.3,47,0.0,2.0828,5.3,0.4,0.9,0.8,0.0,2002-03,0.2,1.2,CLE,EU,104.32636917019714,6.0,37.8
3726,0.2,41.699999999999996,0.5,0.0,0.0,0.0,28,0.4,france,0.8,,0.2,0.417,0.5,0.1,0.2,25,2.0,2.0828,5.9,0.3,1.4,0.5,0.1,2003-04,0.1,1.2,TOT,EU,104.32636917019714,7.0,41.699999999999996
3727,0.4,42.9,0.9,0.0,0.0,0.0,28,1.0,france,1.6,,0.4,0.429,0.9,0.3,0.3,8,2.0,2.0828,9.5,0.6,2.6,1.0,0.1,2003-04,0.1,2.3,CLE,EU,104.32636917019714,8.0,42.9
3728,0.1,40.0,0.3,0.0,0.0,0.0,28,0.1,france,0.5,,0.1,0.4,0.3,0.1,0.1,17,0.0,2.0828,4.2,0.2,0.8,0.3,0.1,2003-04,0.1,0.6,BOS,EU,104.32636917019714,9.0,40.0
3729,0.9,52.400000000000006,1.8,0.0,0.0,0.4,29,0.4,france,1.6,,0.9,0.524,1.8,0.3,0.6,12,1.0,2.0828,12.1,1.8,2.7,2.1,0.5,2004-05,0.5,3.3,ATL,EU,104.32636917019714,10.0,52.400000000000006
3730,1.2,54.50000000000001,2.2,0.0,0.0,0.5,26,1.5,wisconsin,2.3,,1.2,0.545,2.2,0.5,0.7,55,3.0,2.1082,13.9,0.9,2.6,2.9,0.7,2011-12,0.6,3.2,BOS,US,117.93415645326634,1.0,54.50000000000001
3731,1.7,45.7,3.7,0.0,0.0,0.4,27,1.2,wisconsin,2.6,,1.7,0.457,3.7,0.7,0.9,76,19.0,2.1082,15.9,0.8,2.4,4.0,0.6,2012-13,0.8,3.4,MIN,US,117.93415645326634,2.0,45.7
3732,1.3,57.9,2.2,0.0,0.0,0.7,28,1.0,wisconsin,2.8,,1.3,0.574,2.2,0.3,0.6,55,20.0,2.1082,18.3,1.3,3.1,2.9,0.6,2013-14,0.8,4.1,NOP,US,117.93415645326634,3.0,57.4
3733,0.4,75.0,0.5,0.0,0.0,0.2,29,0.0,wisconsin,0.4,,0.4,0.75,0.5,0.1,0.2,17,0.0,2.1082,3.9,0.5,0.9,0.8,0.1,2014-15,0.4,0.9,TOR,US,117.93415645326634,4.0,75.0
3734,4.8,48.6,9.9,0.0,0.2,2.1,23,0.8,missouri,5.5,2.0,4.8,0.48,10.1,2.3,3.0,81,73.0,2.1082,30.0,1.4,3.7,12.0,0.9,1983-84,2.0,6.9,IND,US,111.13026281173174,1.0,48.199999999999996
3735,5.0,48.0,10.5,0.0,0.1,2.4,24,1.0,missouri,5.8,2.0,5.0,0.475,10.6,3.6,4.5,82,66.0,2.1082,28.2,1.7,3.2,13.7,0.9,1984-85,2.2,7.5,IND,US,111.13026281173174,2.0,47.599999999999994
