,2P,2P%,2PA,3P,3PA,AST,Age,BLK,Country or State,DRB,Draft Placing,FG,FG%,FGA,FT,FTA,G,GS,Height,MP,ORB,PF,PTS,STL,Season,TOV,TRB,Tm,US or EU,Weight,Year in League,eFG%
741,0.5,44.4,1.2,0.0,0.0,0.5,29,0.1,california,1.1,53.0,0.5,0.439,1.2,0.7,1.1,70,9.0,2.1082,10.0,0.6,1.5,1.7,0.1,2007-08,0.3,1.7,UTA,US,115.66619190608813,7.0,43.9
742,0.6,45.7,1.3,0.0,0.0,0.3,30,0.0,california,0.7,53.0,0.6,0.457,1.3,0.3,0.4,26,3.0,2.1082,7.7,0.8,1.3,1.5,0.1,2008-09,0.3,1.4,UTA,US,115.66619190608813,8.0,45.7
743,0.4,38.7,0.9,0.0,0.0,0.2,31,0.1,california,1.2,53.0,0.4,0.387,0.9,0.3,0.7,34,10.0,2.1082,7.7,0.6,1.2,1.0,0.1,2009-10,0.3,1.8,PHO,US,115.66619190608813,9.0,38.7
744,0.2,28.6,0.8,0.0,0.0,0.1,32,0.0,california,0.4,53.0,0.2,0.28600000000000003,0.8,0.3,0.4,28,0.0,2.1082,6.5,0.5,1.0,0.7,0.1,2010-11,0.3,0.9,TOT,US,115.66619190608813,10.0,28.6
745,0.2,33.300000000000004,0.7,0.0,0.0,0.0,32,0.0,california,0.4,53.0,0.2,0.333,0.7,0.3,0.4,23,0.0,2.1082,6.8,0.3,1.0,0.7,0.2,2010-11,0.2,0.7,LAC,US,115.66619190608813,11.0,33.300000000000004
746,0.2,16.7,1.2,0.0,0.0,0.2,32,0.0,california,0.0,53.0,0.2,0.16699999999999998,1.2,0.0,0.0,5,0.0,2.1082,4.8,1.4,1.0,0.4,0.0,2010-11,0.4,1.4,POR,US,115.66619190608813,12.0,16.7
747,1.5,42.0,3.6,0.0,0.0,1.1,23,0.6,california,2.2,18.0,1.5,0.421,3.6,1.5,2.1,77,9.0,2.1336,18.3,1.7,2.2,4.5,0.4,2001-02,0.9,3.9,NJN,US,115.66619190608813,1.0,42.3
748,1.7,41.9,4.1,0.0,0.0,1.1,24,0.5,california,2.9,18.0,1.7,0.414,4.2,2.2,2.9,81,66.0,2.1336,23.5,1.7,3.1,5.7,0.6,2002-03,1.0,4.5,NJN,US,115.66619190608813,2.0,41.4
749,2.1,42.70000000000001,4.9,0.0,0.0,2.0,25,0.7,california,3.3,18.0,2.1,0.424,4.9,1.7,2.4,78,78.0,2.1336,28.5,1.8,3.2,5.9,0.9,2003-04,1.2,5.1,NJN,US,115.66619190608813,3.0,42.4
750,2.3,41.3,5.6,0.0,0.1,1.3,26,0.9,california,4.2,18.0,2.3,0.412,5.6,1.7,2.6,80,80.0,2.1336,31.8,1.9,4.0,6.4,0.9,2004-05,1.1,6.1,NJN,US,115.66619190608813,4.0,41.5
751,1.4,40.400000000000006,3.5,0.0,0.2,1.0,27,0.6,california,3.5,18.0,1.5,0.397,3.7,0.6,1.2,71,70.0,2.1336,26.7,1.3,3.5,3.6,0.6,2005-06,0.9,4.8,NJN,US,115.66619190608813,5.0,40.300000000000004
752,0.7,36.9,1.9,0.0,0.0,0.6,28,0.5,california,2.8,18.0,0.7,0.364,1.9,0.7,1.6,80,78.0,2.1336,23.1,1.1,3.4,2.1,0.5,2006-07,0.9,4.0,NJN,US,115.66619190608813,6.0,36.4
753,0.7,47.3,1.5,0.0,0.0,0.3,29,0.3,california,1.5,18.0,0.7,0.469,1.5,0.5,1.0,74,26.0,2.1336,15.8,0.9,2.6,1.9,0.3,2007-08,0.6,2.4,TOT,US,115.66619190608813,7.0,46.9
754,0.5,42.6,1.3,0.0,0.0,0.4,29,0.2,california,1.3,18.0,0.5,0.426,1.3,0.3,0.8,43,23.0,2.1336,15.9,0.8,2.6,1.4,0.3,2007-08,0.5,2.1,NJN,US,115.66619190608813,8.0,42.6
755,1.0,51.7,1.9,0.0,0.0,0.2,29,0.5,california,1.9,18.0,1.0,0.508,1.9,0.6,1.2,31,3.0,2.1336,15.7,0.9,2.7,2.6,0.4,2007-08,0.8,2.9,MEM,US,115.66619190608813,9.0,50.8
756,0.7,31.4,2.3,0.0,0.0,0.4,30,0.4,california,1.4,18.0,0.7,0.314,2.3,0.4,0.9,31,22.0,2.1336,13.6,0.9,2.4,1.8,0.3,2008-09,0.4,2.3,MIN,US,115.66619190608813,10.0,31.4
757,0.3,36.4,0.9,0.0,0.0,0.2,31,0.1,california,0.4,18.0,0.3,0.348,1.0,0.0,0.1,24,0.0,2.1336,4.8,0.2,0.9,0.7,0.1,2009-10,0.2,0.6,ATL,US,115.66619190608813,11.0,34.8
758,0.7,47.099999999999994,1.4,0.0,0.0,0.4,32,0.2,california,1.5,18.0,0.7,0.479,1.4,0.6,0.8,49,28.0,2.1336,12.1,0.6,2.0,2.0,0.2,2010-11,0.5,2.1,ATL,US,115.66619190608813,12.0,48.6
759,0.5,40.0,1.3,0.0,0.0,0.3,33,0.1,california,1.2,18.0,0.5,0.4,1.3,0.2,0.5,30,10.0,2.1336,10.3,0.4,1.1,1.3,0.1,2011-12,0.3,1.6,ATL,US,115.66619190608813,13.0,40.0
760,0.2,31.0,0.8,0.0,0.0,0.2,34,0.3,california,1.0,18.0,0.2,0.31,0.8,0.6,0.8,38,9.0,2.1336,10.1,0.6,2.2,1.1,0.3,2012-13,0.5,1.6,TOT,US,115.66619190608813,14.0,31.0
761,0.3,34.8,0.7,0.0,0.0,0.2,34,0.2,california,1.0,18.0,0.3,0.348,0.7,0.7,0.9,32,7.0,2.1336,10.3,0.7,2.3,1.2,0.3,2012-13,0.5,1.6,BOS,US,115.66619190608813,15.0,34.8
762,0.2,16.7,1.0,0.0,0.0,0.3,34,0.7,california,1.2,18.0,0.2,0.16699999999999998,1.0,0.3,0.3,6,2.0,2.1336,9.0,0.2,1.8,0.7,0.3,2012-13,0.3,1.3,WAS,US,115.66619190608813,16.0,16.7
763,0.5,52.400000000000006,1.0,0.0,0.1,0.2,35,0.0,california,0.5,18.0,0.5,0.458,1.1,0.1,0.2,22,1.0,2.1336,7.8,0.3,1.4,1.1,0.4,2013-14,0.3,0.9,BRK,US,115.66619190608813,17.0,45.800000000000004
764,1.2,45.5,2.7,0.5,1.7,0.8,20,0.5,nevada,2.7,10.0,1.7,0.398,4.4,0.4,0.6,66,1.0,2.1336,15.8,0.7,2.0,4.4,0.3,2017-18,0.9,3.3,POR,US,105.23355498906841,1.0,45.800000000000004
765,1.1,47.5,2.2,0.0,0.0,0.3,24,0.2,new york,0.8,,1.1,0.475,2.2,0.5,0.7,45,1.0,2.0828,8.5,0.7,0.9,2.7,0.2,1991-92,0.6,1.5,SEA,US,101.6048117135833,1.0,47.5
766,1.8,48.5,3.6,0.0,0.1,0.8,25,0.1,new york,1.6,,1.8,0.474,3.7,1.2,1.8,46,0.0,2.0828,10.2,1.0,0.9,4.8,0.3,1992-93,0.6,2.7,SAC,US,101.6048117135833,2.0,47.4
767,3.2,58.3,5.4,0.0,0.1,1.1,26,0.3,new york,2.9,,3.2,0.5760000000000001,5.5,1.4,1.8,30,9.0,2.0828,19.3,1.8,2.3,7.8,0.3,1993-94,1.1,4.6,TOT,US,101.6048117135833,3.0,57.60000000000001
768,4.1,61.1,6.8,0.0,0.1,1.8,26,0.4,new york,3.4,,4.1,0.606,6.8,1.9,2.4,16,8.0,2.0828,23.6,2.1,2.3,10.2,0.3,1993-94,1.4,5.6,CHH,US,101.6048117135833,4.0,60.6
769,2.1,52.7,3.9,0.0,0.1,0.4,26,0.1,new york,2.2,,2.1,0.518,4.0,0.9,1.1,14,1.0,2.0828,14.4,1.4,2.4,5.0,0.3,1993-94,0.7,3.6,WSB,US,101.6048117135833,5.0,51.800000000000004
770,4.1,54.400000000000006,7.5,0.1,0.4,1.3,27,0.2,new york,3.2,,4.2,0.532,7.9,1.5,2.4,82,3.0,2.0828,25.2,2.0,2.7,9.9,0.5,1994-95,1.5,5.2,MIL,US,101.6048117135833,6.0,53.79999999999999
771,2.0,49.8,4.0,0.1,0.4,0.9,28,0.1,new york,1.6,,2.1,0.468,4.4,1.1,1.5,74,1.0,2.0828,12.9,0.8,1.7,5.3,0.3,1995-96,1.1,2.4,MIL,US,101.6048117135833,7.0,47.599999999999994
772,2.9,47.699999999999996,6.0,0.0,0.1,1.4,29,0.2,new york,2.6,,2.9,0.471,6.1,1.9,2.3,74,15.0,2.0828,21.8,1.7,2.1,7.8,0.6,1996-97,1.5,4.4,BOS,US,101.6048117135833,8.0,47.4
773,1.6,45.2,3.4,0.0,0.0,0.7,30,0.3,new york,1.7,,1.6,0.452,3.4,1.8,2.4,18,0.0,2.0828,11.6,0.9,1.5,4.9,0.5,1997-98,0.6,2.6,MIA,US,101.6048117135833,9.0,45.2
774,0.4,23.1,1.9,0.0,0.0,0.1,31,0.1,new york,0.6,,0.4,0.231,1.9,0.3,0.3,7,0.0,2.0828,5.0,0.1,0.9,1.1,0.0,1998-99,0.4,0.7,MIA,US,101.6048117135833,10.0,23.1
775,0.3,50.0,0.7,0.0,0.0,0.0,32,0.0,new york,0.3,,0.3,0.5,0.7,0.0,0.0,3,0.0,2.0828,3.0,0.3,0.3,0.7,0.0,1999-00,0.0,0.7,LAC,US,101.6048117135833,11.0,50.0
776,2.0,42.1,4.8,0.0,0.1,0.4,23,1.2,california,3.3,24.0,2.0,0.417,4.9,1.2,2.2,58,25.0,2.0574000000000003,19.3,2.3,1.7,5.3,0.6,1990-91,0.9,5.6,DEN,US,92.98654643430616,1.0,41.699999999999996
777,0.7,60.0,1.1,0.0,0.0,0.1,24,0.2,california,1.0,24.0,0.7,0.6,1.1,0.2,0.3,22,0.0,2.0574000000000003,5.2,0.6,0.5,1.5,0.2,1991-92,0.1,1.5,DEN,US,92.98654643430616,2.0,60.0
778,1.0,49.1,2.1,0.0,0.0,0.2,26,0.6,california,1.4,24.0,1.0,0.481,2.2,0.4,1.0,25,0.0,2.0574000000000003,8.1,0.8,0.9,2.5,0.1,1993-94,0.5,2.2,TOT,US,92.98654643430616,4.0,48.1
779,0.0,0.0,0.5,0.0,0.0,0.0,26,1.0,california,0.0,24.0,0.0,0.0,0.5,0.0,0.0,2,0.0,2.0574000000000003,1.0,0.0,0.0,0.0,0.0,1993-94,0.5,0.0,ORL,US,92.98654643430616,5.0,0.0
780,1.1,50.0,2.3,0.0,0.0,0.2,26,0.5,california,1.6,24.0,1.1,0.491,2.3,0.4,1.1,23,0.0,2.0574000000000003,8.7,0.9,1.0,2.7,0.1,1993-94,0.5,2.4,MIL,US,92.98654643430616,6.0,49.1
781,0.6,50.0,1.3,0.0,0.2,0.2,28,0.1,california,0.6,24.0,0.6,0.438,1.5,0.1,0.4,11,0.0,2.0574000000000003,5.5,0.5,0.7,1.4,0.0,1995-96,0.1,1.1,POR,US,92.98654643430616,8.0,43.8
782,2.0,47.4,4.1,0.0,0.0,1.3,23,0.3,california,2.3,49.0,2.0,0.469,4.2,1.6,2.0,66,,2.0828,13.7,1.4,1.5,5.5,0.4,1979-80,1.1,3.7,PHO,US,97.52247552866255,1.0,46.9
783,3.6,46.800000000000004,7.7,0.0,0.1,2.5,24,0.7,california,3.8,49.0,3.6,0.464,7.8,1.3,2.0,79,,2.0828,27.7,2.2,3.0,8.5,1.0,1980-81,1.8,5.9,PHO,US,97.52247552866255,2.0,46.400000000000006
784,2.0,42.4,4.7,0.0,0.0,1.3,25,0.3,california,2.5,49.0,2.0,0.422,4.7,1.2,1.8,76,22.0,2.0828,17.1,1.5,2.3,5.1,0.5,1981-82,1.1,4.0,PHO,US,97.52247552866255,3.0,42.199999999999996
785,2.0,49.20000000000001,4.0,0.0,0.0,1.4,26,0.4,california,2.9,49.0,2.0,0.487,4.1,1.1,1.4,75,22.0,2.0828,17.8,1.6,2.4,5.0,0.5,1982-83,1.4,4.5,TOT,US,97.52247552866255,4.0,48.699999999999996
786,1.4,43.6,3.1,0.0,0.0,1.3,26,0.3,california,1.9,49.0,1.4,0.43,3.2,0.9,1.2,45,2.0,2.0828,12.2,1.0,2.0,3.6,0.3,1982-83,1.2,2.9,PHO,US,97.52247552866255,5.0,43.0
787,2.9,54.0,5.4,0.0,0.0,1.5,26,0.6,california,4.4,49.0,2.9,0.537,5.4,1.3,1.7,30,20.0,2.0828,26.1,2.5,3.1,7.1,0.9,1982-83,1.6,6.9,CLE,US,97.52247552866255,6.0,53.7
788,2.3,48.6,4.8,0.0,0.0,1.5,27,0.6,california,3.8,49.0,2.3,0.486,4.8,1.2,1.6,81,21.0,2.0828,24.1,2.1,3.5,5.8,0.8,1983-84,1.1,6.0,CLE,US,97.52247552866255,7.0,48.699999999999996
789,1.9,49.6,3.9,0.0,0.0,0.9,28,0.3,california,2.7,49.0,1.9,0.495,3.9,0.7,0.9,72,5.0,2.0828,17.9,1.7,2.8,4.5,0.4,1984-85,0.7,4.4,TOT,US,97.52247552866255,8.0,49.5
790,2.6,44.2,5.8,0.0,0.1,1.3,28,0.5,california,3.5,49.0,2.6,0.438,5.8,0.9,1.5,18,3.0,2.0828,24.4,2.3,2.9,6.1,0.3,1984-85,0.9,5.8,CLE,US,97.52247552866255,9.0,43.8
791,1.7,52.900000000000006,3.2,0.0,0.0,0.7,28,0.3,california,2.4,49.0,1.7,0.529,3.2,0.6,0.7,54,2.0,2.0828,15.7,1.5,2.8,4.0,0.5,1984-85,0.6,3.9,SAS,US,97.52247552866255,10.0,52.900000000000006
792,0.9,43.1,2.0,0.0,0.0,0.6,29,0.3,california,1.5,49.0,0.9,0.425,2.0,0.8,1.2,36,0.0,2.0828,10.4,0.9,1.8,2.5,0.4,1985-86,0.4,2.4,TOT,US,97.52247552866255,11.0,42.5
793,0.8,42.4,1.9,0.0,0.0,0.6,29,0.3,california,1.5,49.0,0.8,0.418,2.0,0.8,1.2,34,0.0,2.0828,10.5,0.9,1.9,2.4,0.4,1985-86,0.3,2.4,SAS,US,97.52247552866255,12.0,41.8
794,1.5,50.0,3.0,0.0,0.0,0.0,29,0.0,california,1.5,49.0,1.5,0.5,3.0,0.5,0.5,2,0.0,2.0828,8.5,1.0,0.5,3.5,0.0,1985-86,1.5,2.5,UTA,US,97.52247552866255,13.0,50.0
795,0.4,24.099999999999998,1.8,0.0,0.0,0.4,31,0.2,california,2.1,49.0,0.4,0.237,1.8,0.7,0.8,33,0.0,2.0828,10.9,1.1,1.9,1.5,0.3,1987-88,0.4,3.2,PHO,US,97.52247552866255,15.0,23.7
796,0.6,40.9,1.4,0.0,0.0,0.1,23,0.2,illinois,0.9,,0.6,0.409,1.4,0.6,1.3,16,0.0,2.0574000000000003,5.4,0.6,1.4,1.7,0.4,2014-15,0.2,1.6,UTA,US,117.93415645326634,1.0,40.9
797,1.9,48.1,3.9,0.0,0.0,0.9,26,0.0,illinois,2.3,,1.9,0.481,3.9,2.0,2.7,7,0.0,2.0574000000000003,12.4,2.0,1.9,5.7,0.1,2017-18,0.4,4.3,SAC,US,117.93415645326634,4.0,48.1
798,1.0,50.0,2.0,0.0,0.0,0.0,24,0.0,texas,1.0,95.0,1.0,0.5,2.0,0.0,0.0,1,0.0,2.0828,11.0,1.0,2.0,2.0,0.0,1981-82,1.0,2.0,NJN,US,104.32636917019714,1.0,50.0
799,1.9,51.4,3.6,0.0,0.0,0.9,25,1.0,texas,2.2,95.0,1.9,0.514,3.6,0.8,1.5,20,4.0,2.0828,16.7,2.1,2.5,4.5,0.5,1982-83,1.6,4.3,TOT,US,104.32636917019714,2.0,51.4
800,0.5,25.0,2.0,0.0,0.0,0.0,25,0.5,texas,0.0,95.0,0.5,0.25,2.0,0.0,0.0,2,0.0,2.0828,5.5,1.0,1.5,1.0,0.5,1982-83,1.5,1.0,LAL,US,104.32636917019714,3.0,25.0
801,1.0,55.60000000000001,1.8,0.0,0.0,0.4,25,0.0,texas,1.8,95.0,1.0,0.556,1.8,1.0,1.8,5,0.0,2.0828,9.4,0.8,1.4,3.0,0.0,1982-83,1.2,2.6,WSB,US,104.32636917019714,4.0,55.60000000000001
802,2.4,52.5,4.5,0.0,0.0,1.2,25,1.5,texas,2.7,95.0,2.4,0.525,4.5,0.8,1.5,13,4.0,2.0828,21.2,2.8,3.0,5.6,0.6,1982-83,1.8,5.5,SDC,US,104.32636917019714,5.0,52.5
803,2.3,46.7,5.0,0.0,0.0,0.7,27,0.3,texas,2.0,95.0,2.3,0.467,5.0,1.0,2.0,3,1.0,2.0828,15.0,1.0,2.3,5.7,0.7,1984-85,0.0,3.0,SEA,US,104.32636917019714,7.0,46.7
804,0.7,55.00000000000001,1.2,0.0,0.0,0.1,27,0.2,minnesota,0.7,,0.7,0.55,1.2,0.1,0.4,33,1.0,2.0828,4.0,0.4,0.9,1.5,0.1,1991-92,0.2,1.1,SAS,US,124.73805009480093,1.0,55.00000000000001
805,0.5,66.7,0.8,0.0,0.0,0.0,24,0.3,maryland,0.8,,0.5,0.667,0.8,0.0,0.0,4,0.0,2.1082,4.5,0.0,0.3,1.0,0.0,2010-11,0.3,0.8,UTA,US,111.13026281173174,1.0,66.7
806,5.3,43.5,12.2,0.0,0.2,2.5,20,0.8,alabama,6.0,5.0,5.3,0.43,12.4,3.4,5.0,81,62.0,2.1082,28.5,2.7,4.1,14.1,1.0,2010-11,3.3,8.6,SAC,US,122.47008554762272,1.0,43.20000000000001
807,7.0,45.300000000000004,15.4,0.0,0.2,1.6,21,1.2,alabama,6.8,5.0,7.0,0.448,15.6,4.1,5.8,64,62.0,2.1082,30.5,4.1,4.0,18.1,1.5,2011-12,2.7,11.0,SAC,US,122.47008554762272,2.0,44.9
808,6.4,47.099999999999994,13.5,0.1,0.3,2.7,22,0.7,alabama,7.0,5.0,6.4,0.465,13.8,4.2,5.6,75,74.0,2.1082,30.5,3.0,3.6,17.1,1.4,2012-13,3.0,9.9,SAC,US,122.47008554762272,3.0,46.7
809,8.3,49.9,16.7,0.0,0.1,2.9,23,1.3,alabama,8.6,5.0,8.3,0.496,16.8,6.1,8.4,71,71.0,2.1082,32.4,3.1,3.8,22.7,1.5,2013-14,3.5,11.7,SAC,US,122.47008554762272,4.0,49.6
810,8.4,46.9,17.9,0.0,0.1,3.6,24,1.7,alabama,9.5,5.0,8.4,0.467,18.1,7.2,9.2,59,59.0,2.1082,34.1,3.1,4.1,24.1,1.5,2014-15,4.3,12.7,SAC,US,122.47008554762272,5.0,46.800000000000004
811,8.2,47.3,17.3,1.1,3.2,3.3,25,1.4,alabama,9.1,5.0,9.2,0.451,20.5,7.3,10.2,65,65.0,2.1082,34.6,2.4,3.6,26.9,1.6,2015-16,3.8,11.5,SAC,US,122.47008554762272,6.0,47.699999999999996
812,7.2,48.3,14.8,1.8,5.0,4.6,26,1.3,alabama,8.9,5.0,9.0,0.452,19.9,7.2,9.3,72,72.0,2.1082,34.2,2.1,3.9,27.0,1.4,2016-17,3.7,11.0,TOT,US,122.47008554762272,7.0,49.8
813,7.5,48.199999999999996,15.5,1.7,4.9,4.8,26,1.3,alabama,8.5,5.0,9.2,0.452,20.3,7.7,10.0,55,55.0,2.1082,34.4,2.1,3.7,27.8,1.4,2016-17,3.8,10.6,SAC,US,122.47008554762272,8.0,49.4
814,6.2,48.6,12.8,2.1,5.6,3.9,26,1.1,alabama,10.2,5.0,8.4,0.452,18.5,5.5,7.1,17,17.0,2.1082,33.8,2.2,4.4,24.4,1.5,2016-17,3.6,12.4,NOP,US,122.47008554762272,9.0,51.0
815,6.3,53.0,11.9,2.2,6.1,5.4,27,1.6,alabama,10.7,5.0,8.5,0.47,18.0,6.1,8.2,48,48.0,2.1082,36.2,2.2,3.8,25.2,1.6,2017-18,5.0,12.9,NOP,US,122.47008554762272,10.0,53.0
816,0.0,0.0,1.0,0.0,0.0,0.0,27,0.0,canada,0.0,75.0,0.0,0.0,1.0,0.0,0.7,3,0.0,2.1336,1.3,0.3,0.7,0.0,0.0,1985-86,0.0,0.3,TOT,US,106.59433371737532,1.0,0.0
817,0.0,0.0,1.0,0.0,0.0,0.0,27,0.0,canada,0.0,75.0,0.0,0.0,1.0,0.0,0.0,1,0.0,2.1336,1.0,0.0,0.0,0.0,0.0,1985-86,0.0,0.0,GSW,US,106.59433371737532,2.0,0.0
818,0.0,0.0,1.0,0.0,0.0,0.0,27,0.0,canada,0.0,75.0,0.0,0.0,1.0,0.0,1.0,2,0.0,2.1336,1.5,0.5,1.0,0.0,0.0,1985-86,0.0,0.5,DET,US,106.59433371737532,3.0,0.0
819,1.4,57.10000000000001,2.5,0.0,0.0,0.5,22,0.2,illinois,1.0,6.0,1.4,0.5710000000000001,2.5,0.8,2.0,45,0.0,2.0828,7.9,0.8,1.3,3.7,0.3,1983-84,0.4,1.8,GSW,US,97.52247552866255,1.0,57.10000000000001
820,2.6,50.5,5.2,0.0,0.0,0.7,23,0.2,pennsylvania,2.2,59.0,2.6,0.505,5.2,1.3,1.7,71,,2.0574000000000003,12.7,1.1,2.0,6.6,0.3,1979-80,1.0,3.4,MIL,US,104.32636917019714,1.0,50.5
821,3.4,54.1,6.2,0.0,0.0,0.8,24,0.3,pennsylvania,2.6,59.0,3.4,0.539,6.2,1.3,1.9,74,,2.0574000000000003,14.6,1.3,2.6,8.0,0.4,1980-81,1.5,3.9,MIL,US,104.32636917019714,2.0,53.900000000000006
822,2.8,51.2,5.5,0.0,0.0,1.3,25,0.1,pennsylvania,2.4,59.0,2.8,0.509,5.5,0.9,1.2,78,7.0,2.0574000000000003,14.5,0.8,2.9,6.5,0.3,1981-82,1.4,3.1,MIL,US,104.32636917019714,3.0,50.9
823,5.3,49.4,10.8,0.0,0.0,1.8,26,0.4,pennsylvania,5.5,59.0,5.3,0.493,10.8,1.8,2.4,81,71.0,2.0574000000000003,28.6,2.8,3.7,12.5,0.7,1982-83,2.0,8.2,DAL,US,104.32636917019714,4.0,49.3
824,5.7,49.5,11.4,0.0,0.0,2.0,27,0.3,pennsylvania,6.3,59.0,5.7,0.494,11.4,1.8,2.4,80,80.0,2.0574000000000003,31.2,1.9,3.5,13.1,0.8,1983-84,1.8,8.2,DAL,US,104.32636917019714,5.0,49.4
825,6.5,51.7,12.6,0.0,0.1,1.7,28,0.3,pennsylvania,6.0,59.0,6.5,0.514,12.7,2.8,3.6,63,63.0,2.0574000000000003,32.8,2.2,3.9,15.8,0.8,1984-85,2.6,8.2,NYK,US,104.32636917019714,6.0,51.4
826,6.3,48.0,13.1,0.0,0.1,1.5,29,0.4,pennsylvania,6.1,59.0,6.3,0.478,13.2,3.1,4.5,31,30.0,2.0574000000000003,32.5,3.0,4.4,15.7,0.9,1985-86,2.8,9.0,NYK,US,104.32636917019714,7.0,47.8
827,3.5,45.0,7.8,0.0,0.0,0.8,30,0.1,pennsylvania,3.9,59.0,3.5,0.45,7.8,1.6,2.2,49,11.0,2.0574000000000003,21.6,2.5,3.0,8.6,0.5,1986-87,1.7,6.4,NYK,US,104.32636917019714,8.0,45.0
828,2.3,45.800000000000004,4.9,0.0,0.0,0.6,31,0.2,pennsylvania,2.5,59.0,2.3,0.456,5.0,1.0,1.3,62,9.0,2.0574000000000003,15.3,1.3,2.3,5.5,0.3,1987-88,1.0,3.8,NYK,US,104.32636917019714,9.0,45.6
829,3.7,50.3,7.4,0.0,0.0,0.9,32,0.3,pennsylvania,3.7,59.0,3.7,0.5,7.4,1.4,1.8,53,28.0,2.0574000000000003,20.7,1.6,3.0,8.8,0.5,1988-89,2.1,5.3,MIA,US,104.32636917019714,10.0,50.0
830,2.1,48.4,4.3,0.0,0.0,0.4,33,0.1,pennsylvania,1.8,59.0,2.1,0.484,4.3,0.6,1.0,37,1.0,2.0574000000000003,10.6,0.8,1.6,4.7,0.3,1989-90,0.9,2.5,MIA,US,104.32636917019714,11.0,48.4
831,1.0,66.7,1.5,0.0,0.0,0.0,34,0.0,pennsylvania,0.5,59.0,1.0,0.667,1.5,1.8,2.5,4,0.0,2.0574000000000003,6.5,0.8,2.0,3.8,0.0,1990-91,0.5,1.3,UTA,US,104.32636917019714,12.0,66.7
832,0.6,44.4,1.3,0.0,0.0,0.1,23,0.0,georgia,0.9,,0.6,0.444,1.3,0.0,0.0,7,2.0,2.1082,5.6,0.6,1.4,1.1,0.3,1997-98,0.0,1.4,TOT,US,113.39822735890993,1.0,44.4
833,0.7,44.4,1.5,0.0,0.0,0.2,23,0.0,georgia,0.7,,0.7,0.444,1.5,0.0,0.0,6,2.0,2.1082,6.3,0.7,1.7,1.3,0.3,1997-98,0.0,1.3,UTA,US,113.39822735890993,2.0,44.4
834,0.2,16.7,1.1,0.0,0.0,0.1,24,0.7,georgia,0.9,,0.2,0.16699999999999998,1.1,0.0,0.1,16,6.0,2.1082,10.1,0.8,1.9,0.4,0.1,1998-99,0.3,1.8,TOT,US,113.39822735890993,4.0,16.7
835,0.2,16.7,1.2,0.0,0.0,0.1,24,0.7,georgia,1.0,,0.2,0.16699999999999998,1.2,0.0,0.1,15,6.0,2.1082,10.7,0.9,2.0,0.4,0.1,1998-99,0.3,1.9,NJN,US,113.39822735890993,6.0,16.7
836,0.8,39.0,2.1,0.0,0.0,0.6,27,0.1,serbia,1.6,,0.8,0.39,2.1,1.3,1.8,20,0.0,2.0828,8.3,0.9,1.5,2.9,0.4,1992-93,0.4,2.5,DAL,EU,124.73805009480093,1.0,39.0
837,1.8,45.6,3.9,0.0,0.0,0.5,23,0.4,michigan,2.0,58.0,1.8,0.454,3.9,0.6,1.2,52,,2.0574000000000003,10.2,1.0,1.3,4.2,0.4,1980-81,0.6,3.0,PHI,US,95.25451098148433,1.0,45.4
838,2.3,49.0,4.6,0.0,0.0,0.5,24,0.4,michigan,2.7,58.0,2.3,0.487,4.6,0.8,1.4,66,8.0,2.0574000000000003,14.5,1.4,2.2,5.3,0.5,1981-82,0.7,4.1,PHI,US,95.25451098148433,2.0,48.699999999999996
839,1.5,41.9,3.5,0.0,0.0,0.6,25,0.3,michigan,2.5,58.0,1.5,0.419,3.5,0.5,0.9,73,3.0,2.0574000000000003,13.5,1.2,2.0,3.4,0.5,1982-83,1.0,3.7,PHI,US,95.25451098148433,3.0,41.9
840,1.1,46.0,2.4,0.0,0.0,0.5,26,0.4,michigan,2.8,58.0,1.1,0.458,2.4,0.4,0.8,73,0.0,2.0574000000000003,12.4,1.2,2.0,2.6,0.3,1983-84,0.8,3.9,DET,US,95.25451098148433,4.0,45.800000000000004
841,2.6,48.699999999999996,5.2,0.0,0.0,1.0,27,0.5,michigan,3.1,58.0,2.6,0.484,5.3,1.0,1.8,81,1.0,2.0574000000000003,20.3,2.1,2.7,6.1,0.7,1984-85,1.4,5.2,DET,US,95.25451098148433,5.0,48.4
842,3.6,50.7,7.0,0.0,0.0,1.7,28,0.7,michigan,3.8,58.0,3.6,0.505,7.1,1.5,2.6,80,19.0,2.0574000000000003,25.2,2.5,3.0,8.6,0.7,1985-86,1.9,6.3,DET,US,95.25451098148433,6.0,50.5
843,3.1,47.8,6.5,0.0,0.0,1.6,29,0.7,michigan,3.1,58.0,3.1,0.476,6.5,1.1,1.9,78,47.0,2.0574000000000003,25.3,2.7,2.4,7.3,0.4,1986-87,1.0,5.8,TOT,US,95.25451098148433,7.0,47.599999999999994
844,3.0,46.9,6.4,0.0,0.0,1.6,29,0.6,michigan,2.7,58.0,3.0,0.467,6.4,0.9,1.7,43,36.0,2.0574000000000003,25.7,2.6,2.4,6.9,0.3,1986-87,1.0,5.3,CHI,US,95.25451098148433,8.0,46.7
845,3.3,48.9,6.7,0.0,0.0,1.5,29,0.9,michigan,3.6,58.0,3.3,0.487,6.7,1.2,2.3,35,11.0,2.0574000000000003,24.8,2.8,2.5,7.7,0.5,1986-87,1.0,6.4,LAC,US,95.25451098148433,9.0,48.699999999999996
